"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.118061942E2,6.501003681E1,2.550466962E1,1.068653048E1,2.815063477E1,1.029999971E0,2.318000031E2,6.817718060E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.127995604E2,6.501003652E1,2.550464521E1,1.124531032E1,2.870941162E1,9.499999881E-1,2.318000031E2,6.830632663E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.137920095E2,6.501003873E1,2.550461822E1,1.170692162E1,2.917102051E1,1.090000033E0,2.318000031E2,6.845833482E-1,3.790092468E0,2.675578833E0,4.200000000E1
3.147961538E2,6.501004137E1,2.550458647E1,1.139570618E1,2.885980225E1,1.350000024E0,2.745000000E2,6.861704111E-1,3.790092468E0,2.924238682E0,4.100000000E1
3.158038934E2,6.501004390E1,2.550455322E1,1.129725951E1,2.876135254E1,1.320000052E0,2.763999939E2,6.875685903E-1,3.790092468E0,3.110661507E0,4.100000000E1
3.167960184E2,6.501004280E1,2.550452357E1,1.090676047E1,2.837084961E1,1.210000038E0,2.607999878E2,6.889612646E-1,3.790092468E0,3.096705198E0,4.100000000E1
3.177952066E2,6.501003922E1,2.550449516E1,1.190310297E1,2.936718750E1,1.230000019E0,2.533999939E2,6.905872660E-1,3.790092468E0,3.020999670E0,4.100000000E1
3.187976576E2,6.501003287E1,2.550446398E1,1.174484471E1,2.920892334E1,1.539999962E0,2.461000061E2,6.922141913E-1,3.790092468E0,2.898681164E0,4.100000000E1
3.198005645E2,6.501002638E1,2.550443294E1,1.122989704E1,2.869396973E1,1.320000052E0,2.513000031E2,6.937665860E-1,3.790092468E0,2.961843252E0,4.100000000E1
3.208011573E2,6.501002152E1,2.550440196E1,1.182249273E1,2.928656006E1,1.509999990E0,2.602000122E2,6.953355590E-1,3.790092468E0,2.648408413E0,4.100000000E1
3.217992800E2,6.501001801E1,2.550436961E1,1.190361350E1,2.936767578E1,1.399999976E0,2.602000122E2,6.969001003E-1,3.790092468E0,2.501938581E0,4.100000000E1
3.227938009E2,6.501001408E1,2.550433763E1,1.145678028E1,2.892083740E1,1.440000057E0,2.573999939E2,6.984162257E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.237995621E2,6.501000977E1,2.550430701E1,1.113592359E1,2.859997559E1,1.350000024E0,2.582999878E2,6.999966539E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.248012183E2,6.501000575E1,2.550427474E1,1.150232285E1,2.896636963E1,1.490000010E0,2.597000122E2,7.015441681E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.258020139E2,6.501000264E1,2.550424263E1,1.130683213E1,2.877087402E1,1.330000043E0,2.622999878E2,7.029974695E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.267970240E2,6.501000017E1,2.550421225E1,1.108247135E1,2.854650879E1,1.309999943E0,2.637999878E2,7.045624127E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.277976546E2,6.500999766E1,2.550417947E1,1.129115530E1,2.875518799E1,1.529999971E0,2.623999939E2,7.061303834E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.287972935E2,6.500999477E1,2.550414680E1,1.107595021E1,2.853997803E1,1.450000048E0,2.582999878E2,7.075419503E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.297963554E2,6.500999188E1,2.550411754E1,1.091054940E1,2.837457275E1,1.370000005E0,2.566000061E2,7.089325499E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.307988396E2,6.500998939E1,2.550408853E1,1.090438915E1,2.836840820E1,1.440000057E0,2.576000061E2,7.103778972E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.317994207E2,6.500998781E1,2.550405799E1,1.079660523E1,2.826062012E1,1.470000029E0,2.625000000E2,7.118735295E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.328124817E2,6.500998724E1,2.550402618E1,1.082804229E1,2.829205322E1,1.590000033E0,2.641000061E2,7.133536457E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.338056359E2,6.500998604E1,2.550399480E1,1.100193557E1,2.846594238E1,1.379999995E0,2.631000061E2,7.147486412E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.348068060E2,6.500998460E1,2.550396530E1,1.111100939E1,2.857501221E1,1.440000057E0,2.617000122E2,7.162456434E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.358137522E2,6.500998216E1,2.550393396E1,1.111382156E1,2.857781982E1,1.519999981E0,2.598999939E2,7.178060705E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.368067745E2,6.500997936E1,2.550390141E1,1.126745188E1,2.873144531E1,1.529999971E0,2.582000122E2,7.194401268E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.378037951E2,6.500997614E1,2.550386747E1,1.153283787E1,2.899682617E1,1.629999995E0,2.548999939E2,7.211135810E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.388041925E2,6.500997306E1,2.550383260E1,1.147687384E1,2.894085693E1,1.580000043E0,2.572000122E2,7.227578381E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.398074080E2,6.500997088E1,2.550379798E1,1.152247195E1,2.898645020E1,1.580000043E0,2.615000000E2,7.243697603E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.407978359E2,6.500996838E1,2.550376418E1,1.144990602E1,2.891387939E1,1.529999971E0,2.625000000E2,7.258065791E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.418000363E2,6.500996618E1,2.550373404E1,1.136464424E1,2.882861328E1,1.340000033E0,2.608999939E2,7.272653525E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.428020269E2,6.500996297E1,2.550370393E1,1.136654101E1,2.883050537E1,1.549999952E0,2.581000061E2,7.288580243E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.438033479E2,6.500995972E1,2.550367091E1,1.145474185E1,2.891870117E1,1.620000005E0,2.617000122E2,7.304612578E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.448042355E2,6.500995690E1,2.550363744E1,1.147440012E1,2.893835449E1,1.570000052E0,2.625000000E2,7.319865533E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.458050302E2,6.500995380E1,2.550360581E1,1.132694400E1,2.879089355E1,1.509999990E0,2.626000061E2,7.335401665E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.467950803E2,6.500995054E1,2.550357365E1,1.138230783E1,2.884625244E1,1.590000033E0,2.623999939E2,7.350332388E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.478038043E2,6.500994783E1,2.550354252E1,1.147526901E1,2.893920898E1,1.419999957E0,2.612000122E2,7.365818085E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.488190569E2,6.500994440E1,2.550351057E1,1.148162164E1,2.894555664E1,1.590000033E0,2.597000122E2,7.381039207E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.498094858E2,6.500994086E1,2.550347927E1,1.154723937E1,2.901116943E1,1.409999967E0,2.576000061E2,7.395716425E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.508029998E2,6.500993692E1,2.550344945E1,1.149133608E1,2.895526123E1,1.470000029E0,2.566000061E2,7.410928891E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.518066105E2,6.500993327E1,2.550341824E1,1.187854808E1,2.934246826E1,1.570000052E0,2.583999939E2,7.425516035E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.528067865E2,6.500993013E1,2.550338809E1,1.171204884E1,2.917596436E1,1.389999986E0,2.587999878E2,7.437797897E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.538061120E2,6.500992842E1,2.550336226E1,1.155452075E1,2.901843262E1,1.139999986E0,2.595000000E2,7.452741359E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.548101124E2,6.500992614E1,2.550333091E1,1.164876354E1,2.911267090E1,1.669999957E0,2.595000000E2,7.468297782E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.558086957E2,6.500992361E1,2.550329834E1,1.140670284E1,2.887060547E1,1.250000000E0,2.648999939E2,7.483897010E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.568030309E2,6.500992142E1,2.550326554E1,1.158590671E1,2.904980469E1,1.500000000E0,2.632999878E2,7.500122551E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.578002337E2,6.500991902E1,2.550323147E1,1.165463716E1,2.911853027E1,1.460000038E0,2.637999878E2,7.515830254E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.587993404E2,6.500991645E1,2.550319859E1,1.151236900E1,2.897625732E1,1.529999971E0,2.617999878E2,7.531703588E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.597973102E2,6.500991437E1,2.550316516E1,1.166331362E1,2.912719727E1,1.539999962E0,2.617999878E2,7.547635108E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.608054343E2,6.500991186E1,2.550313177E1,1.136241513E1,2.882629395E1,1.509999990E0,2.592000122E2,7.562605776E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.618011601E2,6.500990944E1,2.550310042E1,1.164635523E1,2.911022949E1,1.500000000E0,2.597999878E2,7.577141106E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.627965722E2,6.500990671E1,2.550307016E1,1.148724111E1,2.895111084E1,1.509999990E0,2.583999939E2,7.591393312E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.637983875E2,6.500990444E1,2.550304030E1,1.166235530E1,2.912622070E1,1.379999995E0,2.613999939E2,7.605632357E-1,3.790092468E0,2.500000000E0,4.200000000E1
3.648976003E2,6.500990186E1,2.550301061E1,1.148505259E1,2.894891357E1,1.480000019E0,2.593999939E2,7.620585941E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.658035255E2,6.500989911E1,2.550297945E1,1.151844347E1,2.898229980E1,1.500000000E0,2.605000000E2,7.634579461E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.668113144E2,6.500989662E1,2.550295025E1,1.133863822E1,2.880249023E1,1.330000043E0,2.617000122E2,7.649268506E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.678190352E2,6.500989344E1,2.550291990E1,1.116231236E1,2.862615967E1,1.490000010E0,2.577999878E2,7.664133905E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.687976833E2,6.500988934E1,2.550288978E1,1.128505906E1,2.874890137E1,1.419999957E0,2.526999969E2,7.679162582E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.698047454E2,6.500988526E1,2.550285928E1,1.126870668E1,2.873254395E1,1.440000057E0,2.566000061E2,7.693505508E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.707975515E2,6.500988169E1,2.550282994E1,1.122928269E1,2.869311523E1,1.320000052E0,2.513000031E2,7.707535948E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.718041957E2,6.500987949E1,2.550280053E1,1.116300276E1,2.862683105E1,1.320000052E0,2.511999969E2,7.720936967E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.728020373E2,6.500987896E1,2.550277203E1,1.121171237E1,2.867553711E1,1.269999981E0,2.513000031E2,7.736728632E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.737957585E2,6.500987735E1,2.550273863E1,1.132335018E1,2.878717041E1,1.659999967E0,2.591000061E2,7.754326344E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.747888783E2,6.500987538E1,2.550270146E1,1.048363359E1,2.794744873E1,1.570000052E0,2.606000061E2,7.771186771E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.758098483E2,6.500987184E1,2.550266656E1,1.070788213E1,2.817169189E1,1.549999952E0,2.563999939E2,7.786861372E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.768065920E2,6.500986932E1,2.550263373E1,1.004132195E1,2.750512695E1,1.389999986E0,2.596000061E2,7.801084156E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.778068289E2,6.500986815E1,2.550260358E1,1.017163598E1,2.763543701E1,1.259999990E0,2.593999939E2,7.814090313E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.787996464E2,6.500986608E1,2.550257633E1,9.875558390E0,2.733935547E1,1.100000024E0,2.592999878E2,7.829099880E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.798064297E2,6.500986315E1,2.550254514E1,9.527845823E0,2.699163818E1,1.490000010E0,2.592000122E2,7.843369251E-1,3.790092468E0,2.527543545E0,4.000000000E1
3.807921194E2,6.500986038E1,2.550251548E1,9.627703819E0,2.709149170E1,1.110000014E0,2.592999878E2,7.857250529E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.817957098E2,6.500985794E1,2.550248650E1,9.892722751E0,2.735650635E1,1.169999957E0,2.607999878E2,7.871678822E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.827977479E2,6.500985634E1,2.550245602E1,9.494106312E0,2.695788574E1,1.250000000E0,2.640000000E2,7.888365084E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.838023534E2,6.500985393E1,2.550242096E1,9.413300757E0,2.687707520E1,1.529999971E0,2.568999939E2,7.903918943E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.847991364E2,6.500985139E1,2.550238840E1,9.000890949E0,2.646466064E1,1.179999948E0,2.567999878E2,7.920837759E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.858113842E2,6.500984895E1,2.550235285E1,9.013774428E0,2.647753906E1,1.529999971E0,2.568999939E2,7.937953402E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.868038150E2,6.500984504E1,2.550231761E1,9.071946474E0,2.653570557E1,1.299999952E0,2.567999878E2,7.952791414E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.878028391E2,6.500984331E1,2.550228629E1,8.848989360E0,2.631274414E1,1.129999995E0,2.567999878E2,7.969947462E-1,3.790092468E0,2.500000000E0,4.000000000E1
3.888020984E2,6.500984154E1,2.550225001E1,8.616267221E0,2.608001709E1,1.570000052E0,2.671000061E2,7.986073499E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.898020710E2,6.500984056E1,2.550221576E1,9.049438119E0,2.651318359E1,1.230000019E0,2.666000061E2,8.000954298E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.908037877E2,6.500983951E1,2.550218418E1,8.527164390E0,2.599090576E1,1.269999981E0,2.662000122E2,8.013626165E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.918047852E2,6.500983738E1,2.550215768E1,8.597724913E0,2.606146240E1,8.100000024E-1,2.658999939E2,8.028446399E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.928023707E2,6.500983552E1,2.550212644E1,8.034008558E0,2.549774170E1,1.460000038E0,2.658999939E2,8.042583074E-1,3.790092468E0,2.500000000E0,4.100000000E1
3.938000040E2,6.500983325E1,2.550209683E1,8.817338053E0,2.628106689E1,7.400000095E-1,2.661000061E2,8.055604046E-1,3.790092468E0,2.564658880E0,4.000000000E1
3.947966249E2,6.500983638E1,2.550207012E1,8.161456319E0,2.562518311E1,1.419999957E0,2.972999878E2,8.067889667E-1,3.790092468E0,2.628186226E0,3.800000000E1
3.958015423E2,6.500984183E1,2.550204737E1,9.239704158E0,2.670343018E1,8.000000119E-1,2.668999939E2,8.077556360E-1,3.790092468E0,2.797082186E0,3.800000000E1
3.968000220E2,6.500984861E1,2.550203449E1,8.962725752E0,2.642645264E1,8.100000024E-1,2.671000061E2,8.089259182E-1,3.790092468E0,2.967898369E0,3.800000000E1
3.978017817E2,6.500985859E1,2.550202658E1,8.782059108E0,2.624578857E1,1.320000052E0,3.557999878E2,8.100623983E-1,3.790092468E0,2.930647612E0,3.700000000E1
3.987927650E2,6.500986802E1,2.550201725E1,9.480177005E0,2.694390869E1,8.000000119E-1,2.677999878E2,8.111872369E-1,3.790092468E0,2.826721907E0,3.800000000E1
3.998015110E2,6.500987561E1,2.550200142E1,9.046826591E0,2.651055908E1,1.230000019E0,3.496000061E2,8.126627323E-1,3.790092468E0,2.661928892E0,3.700000000E1
4.007978458E2,6.500988440E1,2.550197789E1,8.915539653E0,2.637927246E1,1.190000057E0,3.371000061E2,8.142108937E-1,3.790092468E0,2.752672434E0,3.700000000E1
4.018002971E2,6.500989381E1,2.550195360E1,9.841015281E0,2.730474854E1,1.429999948E0,3.397000122E2,8.156884151E-1,3.790092468E0,3.051756859E0,3.700000000E1
4.028077949E2,6.500990468E1,2.550193551E1,9.940500892E0,2.740423584E1,1.529999971E0,3.490000000E2,8.172900679E-1,3.790092468E0,3.228801727E0,3.700000000E1
4.038008232E2,6.500991542E1,2.550191279E1,9.685494908E0,2.714923096E1,1.470000029E0,3.417000122E2,8.185591796E-1,3.790092468E0,3.219251871E0,3.700000000E1
4.047998024E2,6.500992237E1,2.550189136E1,1.013324890E1,2.759698486E1,7.900000215E-1,3.397000122E2,8.197504595E-1,3.790092468E0,3.497242689E0,3.700000000E1
4.057957837E2,6.500992680E1,2.550186827E1,1.119318659E1,2.865692139E1,8.500000238E-1,3.243999939E2,8.211319205E-1,3.790092468E0,3.493563652E0,3.800000000E1
4.068023716E2,6.500993339E1,2.550184334E1,1.097773311E1,2.844146729E1,9.399999976E-1,3.412999878E2,8.225307234E-1,3.790092468E0,3.474332571E0,3.900000000E1
4.077989577E2,6.500994163E1,2.550182084E1,1.178766938E1,2.925140381E1,8.500000238E-1,3.411000061E2,8.240631445E-1,3.790092468E0,3.671753168E0,3.900000000E1
4.088016852E2,6.500995114E1,2.550179723E1,1.213837683E1,2.960211182E1,1.149999976E0,3.415000000E2,8.257766948E-1,3.790092468E0,3.677978992E0,3.900000000E1
4.098004112E2,6.500996382E1,2.550177650E1,1.228510332E1,2.974884033E1,1.289999962E0,3.476000061E2,8.275611406E-1,3.790092468E0,3.531948566E0,3.900000000E1
4.108036830E2,6.500997812E1,2.550175926E1,1.312250266E1,3.058624268E1,1.320000052E0,3.482999878E2,8.292817190E-1,3.790092468E0,3.157779455E0,3.900000000E1
4.118068616E2,6.500999257E1,2.550174616E1,1.264569247E1,3.010943604E1,1.460000038E0,3.492000122E2,8.308708660E-1,3.790092468E0,2.961624384E0,4.000000000E1
4.128078648E2,6.501000589E1,2.550173390E1,1.142834303E1,2.889208984E1,1.240000010E0,3.476000061E2,8.323684629E-1,3.790092468E0,2.678278923E0,4.000000000E1
4.138060737E2,6.501001840E1,2.550172209E1,1.165722185E1,2.912097168E1,1.200000048E0,3.463999939E2,8.340221781E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.148066543E2,6.501003259E1,2.550171155E1,1.264635383E1,3.011010742E1,1.320000052E0,3.532999878E2,8.356021887E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.158078956E2,6.501004641E1,2.550170373E1,1.205913064E1,2.952288818E1,1.250000000E0,3.548999939E2,8.371511122E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.167990979E2,6.501006024E1,2.550169979E1,1.147587428E1,2.893963623E1,1.399999976E0,3.592999878E2,8.386039797E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.178025369E2,6.501007317E1,2.550169534E1,1.099625598E1,2.846002197E1,1.289999962E0,3.552999878E2,8.400041692E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.187981765E2,6.501008566E1,2.550169155E1,1.089847371E1,2.836224365E1,1.370000005E0,3.548999939E2,8.413633218E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.198056928E2,6.501009786E1,2.550168977E1,1.102102821E1,2.848480225E1,1.259999990E0,3.551000061E2,8.428145313E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.207962149E2,6.501011091E1,2.550169016E1,1.098128967E1,2.844506836E1,1.419999957E0,3.599989929E2,8.443191538E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.218089673E2,6.501012444E1,2.550169062E1,1.068251776E1,2.814630127E1,1.379999995E0,3.596000061E2,8.457663001E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.228016343E2,6.501013745E1,2.550168981E1,1.121028426E1,2.867407227E1,1.240000010E0,3.596000061E2,8.473710227E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.238023567E2,6.501015185E1,2.550168755E1,1.151704214E1,2.898083496E1,1.509999990E0,3.596000061E2,8.487603168E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.247998599E2,6.501016416E1,2.550168249E1,1.183924299E1,2.930303955E1,1.110000014E0,3.593999939E2,8.499303512E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.258013406E2,6.501017419E1,2.550167496E1,1.173261192E1,2.919641113E1,1.210000038E0,3.501000061E2,8.510710032E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.268017759E2,6.501018378E1,2.550166634E1,1.173096161E1,2.919476318E1,1.100000024E0,3.592000122E2,8.523552184E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.278105873E2,6.501019391E1,2.550165321E1,1.223456066E1,2.969836426E1,1.230000019E0,3.368999939E2,8.536954630E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.288063919E2,6.501020465E1,2.550164026E1,1.234106474E1,2.980487061E1,1.309999943E0,3.433999939E2,8.550296406E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.298146184E2,6.501021508E1,2.550162622E1,1.202465647E1,2.948846436E1,1.259999990E0,3.428999939E2,8.563695941E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.307967567E2,6.501022561E1,2.550161235E1,1.221874619E1,2.968255615E1,1.370000005E0,3.432999878E2,8.577679783E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.318031383E2,6.501023630E1,2.550159667E1,1.247039222E1,2.993420410E1,1.320000052E0,3.371000061E2,8.593411948E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.327991511E2,6.501024806E1,2.550157805E1,1.239330286E1,2.985711670E1,1.559999943E0,3.358999939E2,8.608720562E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.337957126E2,6.501026040E1,2.550156360E1,1.241753117E1,2.988134766E1,1.409999967E0,3.515000000E2,8.622114239E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.348047991E2,6.501027157E1,2.550155293E1,1.266765055E1,3.013146973E1,1.309999943E0,3.512000122E2,8.635555238E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.358009418E2,6.501028330E1,2.550154602E1,1.264103590E1,3.010485840E1,1.429999948E0,3.510000000E2,8.649516316E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.368028669E2,6.501029556E1,2.550153961E1,1.257511436E1,3.003894043E1,1.250000000E0,3.510000000E2,8.663354272E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.378021361E2,6.501030764E1,2.550153253E1,1.212503770E1,2.958886719E1,1.450000048E0,3.532000122E2,8.677573194E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.387985956E2,6.501031993E1,2.550152417E1,1.215732194E1,2.962115479E1,1.379999995E0,3.525000000E2,8.690343488E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.398010221E2,6.501033074E1,2.550151499E1,1.198819079E1,2.945202637E1,1.190000057E0,3.521000061E2,8.704567783E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.407978333E2,6.501034218E1,2.550150144E1,1.227657947E1,2.974041748E1,1.539999962E0,3.355000000E2,8.719127129E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.418003273E2,6.501035289E1,2.550148361E1,1.273269351E1,3.019653320E1,1.259999990E0,3.352999878E2,8.733324728E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.427951536E2,6.501036250E1,2.550146371E1,1.296517537E1,3.042901611E1,1.289999962E0,3.352000122E2,8.744641638E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.438044298E2,6.501037027E1,2.550144815E1,1.267623404E1,3.014007568E1,8.399999738E-1,3.352000122E2,8.757360660E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.448017405E2,6.501036809E1,2.550142157E1,1.221450698E1,2.967834473E1,2.079999924E0,1.966000061E2,8.772675797E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.457977068E2,6.501035880E1,2.550139750E1,1.291556290E1,3.037939453E1,1.100000024E0,1.968000031E2,8.785687579E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.468014070E2,6.501034726E1,2.550139291E1,1.238205921E1,2.984588623E1,8.899999857E-1,1.966000061E2,8.798959767E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.478048234E2,6.501033647E1,2.550138083E1,1.236302147E1,2.982684326E1,1.200000048E0,1.971000061E2,8.813044386E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.488051172E2,6.501032765E1,2.550135931E1,1.263866188E1,3.010247803E1,1.080000043E0,1.973999939E2,8.823670961E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.498158377E2,6.501032282E1,2.550133979E1,1.217821667E1,2.964202881E1,6.800000072E-1,2.495000000E2,8.828358569E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.507923819E2,6.501032109E1,2.550133069E1,1.232671689E1,2.979052734E1,0.000000000E0,NaN,8.828991488E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.517997783E2,6.501032140E1,2.550132956E1,1.227178527E1,2.973559570E1,0.000000000E0,NaN,8.830027496E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.527970170E2,6.501032192E1,2.550132773E1,1.212658267E1,2.959039307E1,0.000000000E0,NaN,8.832875078E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.537985612E2,6.501032295E1,2.550132218E1,1.219488130E1,2.965869141E1,2.800000012E-1,2.593999939E2,8.836062711E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.547941048E2,6.501032529E1,2.550131826E1,1.187426326E1,2.933807373E1,0.000000000E0,NaN,8.840641810E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.558063777E2,6.501032504E1,2.550130853E1,1.142467953E1,2.888848877E1,0.000000000E0,NaN,8.843695195E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.567943374E2,6.501032505E1,2.550130203E1,1.118395764E1,2.864776611E1,1.500000060E-1,2.593999939E2,8.846676217E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.578032421E2,6.501032638E1,2.550129652E1,1.116088653E1,2.862469482E1,0.000000000E0,NaN,8.850314344E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.587952964E2,6.501032669E1,2.550128881E1,1.102667102E1,2.849047852E1,3.199999928E-1,2.593999939E2,8.857534367E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.598012274E2,6.501032830E1,2.550127392E1,1.141186508E1,2.887567139E1,6.800000072E-1,2.593999939E2,8.865228876E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.608043342E2,6.501033055E1,2.550125843E1,1.184716884E1,2.931097412E1,3.899999857E-1,2.593999939E2,8.871398768E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.617908772E2,6.501033114E1,2.550124537E1,1.137573462E1,2.883953857E1,0.000000000E0,NaN,8.873976351E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.628018315E2,6.501033258E1,2.550124107E1,1.182965308E1,2.929345703E1,0.000000000E0,NaN,8.875597346E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.638036553E2,6.501033307E1,2.550123782E1,1.185144284E1,2.931524658E1,0.000000000E0,NaN,8.875993024E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.648881151E2,6.501033286E1,2.550123714E1,1.153033704E1,2.899414062E1,0.000000000E0,NaN,8.877183654E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.657955141E2,6.501033372E1,2.550123865E1,1.138525599E1,2.884906006E1,0.000000000E0,NaN,8.878272232E-1,3.790092468E0,2.500000000E0,4.200000000E1
4.668002921E2,6.501033357E1,2.550124094E1,1.108136173E1,2.854516602E1,0.000000000E0,NaN,8.881188713E-1,3.790092468E0,2.500000000E0,4.200000000E1
