"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
7.019952962E2,6.503252639E1,2.553359808E1,2.520657534E1,4.268145752E1,1.950000048E0,2.430000000E2,1.512521388E0,3.790092468E0,2.500000000E0,2.700000000E1
7.029946344E2,6.503251642E1,2.553355597E1,2.526548175E1,4.274035645E1,1.340000033E0,2.390000000E2,1.514573005E0,3.790092468E0,2.500000000E0,2.800000000E1
7.039936817E2,6.503250645E1,2.553351919E1,2.545463665E1,4.292950439E1,1.639999986E0,2.370000000E2,1.516381274E0,3.790092468E0,2.500000000E0,2.800000000E1
7.049989990E2,6.503249639E1,2.553348892E1,2.603447696E1,4.350933838E1,1.129999995E0,2.335000000E2,1.518106140E0,3.790092468E0,2.500000000E0,2.800000000E1
7.059952471E2,6.503248787E1,2.553345821E1,2.605969035E1,4.353454590E1,1.490000010E0,2.386999969E2,1.520166115E0,3.790092468E0,2.500000000E0,2.800000000E1
7.069952313E2,6.503247308E1,2.553343178E1,2.611035702E1,4.358520508E1,2.099999905E0,2.418999939E2,1.522449608E0,3.790092468E0,2.500000000E0,2.800000000E1
7.079977981E2,6.503245733E1,2.553340056E1,2.655988924E1,4.403472900E1,1.909999967E0,2.323000031E2,1.524576642E0,3.790092468E0,2.500000000E0,2.800000000E1
7.089949557E2,6.503244384E1,2.553336843E1,2.649861758E1,4.397344971E1,1.860000014E0,2.190000000E2,1.526382408E0,3.790092468E0,2.500000000E0,2.800000000E1
7.099951631E2,6.503243578E1,2.553333503E1,2.678567192E1,4.426049805E1,1.490000010E0,2.326999969E2,1.528251308E0,3.790092468E0,2.500000000E0,2.800000000E1
7.109952597E2,6.503242926E1,2.553329833E1,2.670437890E1,4.417919922E1,1.659999967E0,2.378000031E2,1.529914467E0,3.790092468E0,2.500000000E0,2.700000000E1
7.119954054E2,6.503242310E1,2.553326604E1,2.651371033E1,4.398852539E1,1.269999981E0,2.418000031E2,1.531588899E0,3.790092468E0,2.500000000E0,2.700000000E1
7.129946509E2,6.503241689E1,2.553323354E1,2.630357159E1,4.377838135E1,1.629999995E0,2.391999969E2,1.533436189E0,3.790092468E0,2.500000000E0,2.600000000E1
7.139989164E2,6.503241048E1,2.553319723E1,2.628764715E1,4.376245117E1,1.700000048E0,2.436000061E2,1.535074192E0,3.790092468E0,2.500000000E0,2.700000000E1
7.149945393E2,6.503240406E1,2.553316582E1,2.539574567E1,4.287054443E1,1.299999952E0,2.361000061E2,1.536680130E0,3.790092468E0,2.500000000E0,2.600000000E1
7.159974463E2,6.503239567E1,2.553313797E1,2.500512622E1,4.247991943E1,1.570000052E0,2.353000031E2,1.538303931E0,3.790092468E0,2.500000000E0,2.600000000E1
7.169964951E2,6.503238643E1,2.553311118E1,2.534241221E1,4.281719971E1,1.389999986E0,2.358999939E2,1.539923258E0,3.790092468E0,2.500000000E0,2.700000000E1
7.179969187E2,6.503237738E1,2.553308415E1,2.524994962E1,4.272473145E1,1.580000043E0,2.333999939E2,1.541567789E0,3.790092468E0,2.500000000E0,2.600000000E1
7.189963931E2,6.503236854E1,2.553305606E1,2.551735036E1,4.299212646E1,1.460000038E0,2.355000000E2,1.543292823E0,3.790092468E0,2.500000000E0,2.700000000E1
7.199948567E2,6.503235946E1,2.553302626E1,2.642897742E1,4.390374756E1,1.590000033E0,2.341999969E2,1.544840534E0,3.790092468E0,2.500000000E0,2.600000000E1
7.209966828E2,6.503235138E1,2.553299941E1,2.647549155E1,4.395025635E1,1.120000005E0,2.355000000E2,1.546255456E0,3.790092468E0,2.500000000E0,2.700000000E1
7.219966762E2,6.503234439E1,2.553297422E1,2.698513993E1,4.445989990E1,1.299999952E0,2.363000031E2,1.548008138E0,3.790092468E0,2.500000000E0,2.700000000E1
7.229941983E2,6.503233505E1,2.553294414E1,2.674466750E1,4.421942139E1,1.700000048E0,2.321999969E2,1.549840300E0,3.790092468E0,2.500000000E0,2.700000000E1
7.239976652E2,6.503232550E1,2.553291233E1,2.707664404E1,4.455139160E1,1.639999986E0,2.330000000E2,1.551626120E0,3.790092468E0,2.500000000E0,2.700000000E1
7.249949698E2,6.503231591E1,2.553288181E1,2.660112534E1,4.407586670E1,1.679999948E0,2.316000061E2,1.553401256E0,3.790092468E0,2.500000000E0,2.700000000E1
7.259964878E2,6.503230620E1,2.553285179E1,2.683306514E1,4.430780029E1,1.659999967E0,2.318999939E2,1.555023677E0,3.790092468E0,2.500000000E0,2.700000000E1
7.269994458E2,6.503229765E1,2.553282378E1,2.682635689E1,4.430108643E1,1.429999948E0,2.326000061E2,1.556621194E0,3.790092468E0,2.500000000E0,2.700000000E1
7.279975036E2,6.503228970E1,2.553279543E1,2.677686283E1,4.425158691E1,1.610000014E0,2.336000061E2,1.558285411E0,3.790092468E0,2.500000000E0,2.700000000E1
7.289960284E2,6.503228192E1,2.553276514E1,2.587299879E1,4.334771729E1,1.620000005E0,2.403999939E2,1.559735864E0,3.790092468E0,2.500000000E0,2.700000000E1
7.299954760E2,6.503227503E1,2.553273890E1,2.549885818E1,4.297357178E1,1.240000010E0,2.371000061E2,1.561354395E0,3.790092468E0,2.500000000E0,2.700000000E1
7.311132503E2,6.503226622E1,2.553271145E1,2.518489899E1,4.265960693E1,1.730000019E0,2.358000031E2,1.563086310E0,3.790092468E0,2.500000000E0,2.700000000E1
7.319972723E2,6.503225614E1,2.553268332E1,2.457241733E1,4.204711914E1,1.480000019E0,2.331000061E2,1.564676196E0,3.790092468E0,2.500000000E0,2.700000000E1
7.329964548E2,6.503224690E1,2.553265747E1,2.420621202E1,4.168090820E1,1.399999976E0,2.338999939E2,1.566227330E0,3.790092468E0,2.500000000E0,2.700000000E1
7.339954173E2,6.503223852E1,2.553263105E1,2.469480385E1,4.216949463E1,1.470000029E0,2.363999939E2,1.567897237E0,3.790092468E0,2.500000000E0,2.700000000E1
7.349963208E2,6.503222982E1,2.553260205E1,2.486058110E1,4.233526611E1,1.679999948E0,2.358000031E2,1.569492971E0,3.790092468E0,2.500000000E0,2.700000000E1
7.359982640E2,6.503222133E1,2.553257464E1,2.519811105E1,4.267279053E1,1.240000010E0,2.338000031E2,1.571055000E0,3.790092468E0,2.500000000E0,2.700000000E1
7.369955934E2,6.503221329E1,2.553254735E1,2.532683958E1,4.280151367E1,1.679999948E0,2.346999969E2,1.572591875E0,3.790092468E0,2.500000000E0,2.700000000E1
7.379981035E2,6.503220557E1,2.553252019E1,2.543036047E1,4.290502930E1,1.409999967E0,2.325000000E2,1.574275000E0,3.790092468E0,2.500000000E0,2.600000000E1
7.389963408E2,6.503219676E1,2.553249103E1,2.488214852E1,4.235681152E1,1.799999952E0,2.303000031E2,1.575929740E0,3.790092468E0,2.500000000E0,2.700000000E1
7.399966636E2,6.503218839E1,2.553246188E1,2.497529384E1,4.244995117E1,1.460000038E0,2.318000031E2,1.577329550E0,3.790092468E0,2.500000000E0,2.700000000E1
7.409964152E2,6.503218123E1,2.553243735E1,2.475947835E1,4.223413086E1,1.320000052E0,2.335000000E2,1.578875909E0,3.790092468E0,2.500000000E0,2.700000000E1
7.419951329E2,6.503217397E1,2.553240925E1,2.501387809E1,4.248852539E1,1.710000038E0,2.336999969E2,1.580424849E0,3.790092468E0,2.500000000E0,2.700000000E1
7.429941107E2,6.503216702E1,2.553238065E1,2.527859271E1,4.275323486E1,1.389999986E0,2.293000031E2,1.582052958E0,3.790092468E0,2.500000000E0,2.700000000E1
7.439950387E2,6.503215940E1,2.553235103E1,2.552749956E1,4.300213623E1,1.759999990E0,2.321999969E2,1.583941834E0,3.790092468E0,2.500000000E0,2.700000000E1
7.449966229E2,6.503214972E1,2.553231796E1,2.535868282E1,4.283331299E1,1.850000024E0,2.306999969E2,1.585558589E0,3.790092468E0,2.500000000E0,2.700000000E1
7.459968554E2,6.503214097E1,2.553229045E1,2.539537059E1,4.286999512E1,1.409999967E0,2.336000061E2,1.587292083E0,3.790092468E0,2.500000000E0,2.700000000E1
7.469991940E2,6.503213154E1,2.553226104E1,2.560808417E1,4.308270264E1,1.850000024E0,2.335000000E2,1.589230493E0,3.790092468E0,2.500000000E0,2.700000000E1
7.479951679E2,6.503212052E1,2.553222904E1,2.520440448E1,4.267901611E1,1.779999971E0,2.326999969E2,1.590991521E0,3.790092468E0,2.500000000E0,2.700000000E1
7.489993098E2,6.503211087E1,2.553219929E1,2.565820703E1,4.313281250E1,1.600000024E0,2.345000000E2,1.592656583E0,3.790092468E0,2.500000000E0,2.700000000E1
7.499942907E2,6.503210218E1,2.553217040E1,2.556824697E1,4.304284668E1,1.470000029E0,2.346000061E2,1.594436323E0,3.790092468E0,2.500000000E0,2.700000000E1
7.509966961E2,6.503209334E1,2.553213879E1,2.568153430E1,4.315612793E1,1.799999952E0,2.353000031E2,1.596520634E0,3.790092468E0,2.500000000E0,2.700000000E1
7.519965700E2,6.503208353E1,2.553210095E1,2.558193196E1,4.305651855E1,2.000000000E0,2.368999939E2,1.598573270E0,3.790092468E0,2.500000000E0,2.700000000E1
7.529953210E2,6.503207355E1,2.553206416E1,2.509841843E1,4.257299805E1,1.720000029E0,2.356999969E2,1.600385519E0,3.790092468E0,2.500000000E0,2.700000000E1
7.539977807E2,6.503206384E1,2.553203315E1,2.491507513E1,4.238964844E1,1.529999971E0,2.318000031E2,1.602316876E0,3.790092468E0,2.500000000E0,2.700000000E1
7.549972148E2,6.503205256E1,2.553200186E1,2.474461079E1,4.221917725E1,1.980000019E0,2.285000000E2,1.604065359E0,3.790092468E0,2.500000000E0,2.700000000E1
7.559970737E2,6.503204231E1,2.553197361E1,2.478313019E1,4.225769043E1,1.259999990E0,2.286000061E2,1.605621636E0,3.790092468E0,2.500000000E0,2.700000000E1
7.569962146E2,6.503203294E1,2.553194898E1,2.425878272E1,4.173333740E1,1.529999971E0,2.250000000E2,1.607459356E0,3.790092468E0,2.500000000E0,2.700000000E1
7.579992358E2,6.503202229E1,2.553191904E1,2.423272722E1,4.170727539E1,1.690000057E0,2.308000031E2,1.609387053E0,3.790092468E0,2.500000000E0,2.700000000E1
7.589960862E2,6.503201205E1,2.553188590E1,2.413654252E1,4.161108398E1,1.669999957E0,2.396999969E2,1.611312360E0,3.790092468E0,2.500000000E0,2.700000000E1
7.600003841E2,6.503200153E1,2.553185332E1,2.383766009E1,4.131219482E1,1.720000029E0,2.403999939E2,1.612930423E0,3.790092468E0,2.500000000E0,2.700000000E1
7.609969550E2,6.503199144E1,2.553182848E1,2.356612050E1,4.104064941E1,1.269999981E0,2.401999969E2,1.614483966E0,3.790092468E0,2.500000000E0,2.700000000E1
7.619961881E2,6.503198185E1,2.553180441E1,2.404915830E1,4.152368164E1,1.470000029E0,2.408000031E2,1.616169237E0,3.790092468E0,2.500000000E0,2.700000000E1
7.629962815E2,6.503197167E1,2.553177781E1,2.353634695E1,4.101086426E1,1.509999990E0,2.408999939E2,1.618195513E0,3.790092468E0,2.500000000E0,2.700000000E1
7.639981417E2,6.503196121E1,2.553174246E1,2.409201801E1,4.156652832E1,1.980000019E0,2.328000031E2,1.620246122E0,3.790092468E0,2.500000000E0,2.700000000E1
7.649964284E2,6.503195156E1,2.553170523E1,2.383335794E1,4.130786133E1,1.669999957E0,2.308999939E2,1.622184104E0,3.790092468E0,2.500000000E0,2.700000000E1
7.659984722E2,6.503194155E1,2.553167143E1,2.337779823E1,4.085229492E1,1.830000043E0,2.328999939E2,1.624120305E0,3.790092468E0,2.500000000E0,2.700000000E1
7.669934534E2,6.503193158E1,2.553163761E1,2.323180882E1,4.070629883E1,1.700000048E0,2.321000061E2,1.626085469E0,3.790092468E0,2.500000000E0,2.700000000E1
7.679958130E2,6.503192103E1,2.553160402E1,2.267261157E1,4.014709473E1,1.889999986E0,2.336000061E2,1.627814712E0,3.790092468E0,2.500000000E0,2.700000000E1
7.689962731E2,6.503191146E1,2.553157498E1,2.276362106E1,4.023809814E1,1.399999976E0,2.316999969E2,1.629530861E0,3.790092468E0,2.500000000E0,2.700000000E1
7.699943988E2,6.503190175E1,2.553154656E1,2.272908122E1,4.020355225E1,1.820000052E0,2.311000061E2,1.631207414E0,3.790092468E0,2.500000000E0,2.700000000E1
7.709967424E2,6.503189233E1,2.553151867E1,2.262520529E1,4.009967041E1,1.450000048E0,2.318999939E2,1.633231783E0,3.790092468E0,2.500000000E0,2.700000000E1
7.719953188E2,6.503188168E1,2.553148369E1,2.280966057E1,4.028411865E1,2.369999886E0,2.360000000E2,1.635142564E0,3.790092468E0,2.500000000E0,2.700000000E1
7.729971289E2,6.503187160E1,2.553145072E1,2.354135666E1,4.101580811E1,1.460000038E0,2.356999969E2,1.636776034E0,3.790092468E0,2.500000000E0,2.700000000E1
7.739974017E2,6.503186250E1,2.553142340E1,2.280820811E1,4.028265381E1,1.629999995E0,2.300000000E2,1.638159694E0,3.790092468E0,2.500000000E0,2.800000000E1
7.749988855E2,6.503185478E1,2.553140028E1,2.298643563E1,4.046087646E1,9.100000262E-1,2.303000031E2,1.639937851E0,3.790092468E0,2.500000000E0,2.800000000E1
7.759961992E2,6.503184470E1,2.553137087E1,2.258550197E1,4.005993652E1,2.109999895E0,2.311999969E2,1.641844191E0,3.790092468E0,2.500000000E0,2.800000000E1
7.769955207E2,6.503183470E1,2.553133788E1,2.242242265E1,3.989685059E1,1.440000057E0,2.318000031E2,1.643795934E0,3.790092468E0,2.500000000E0,2.800000000E1
7.779984012E2,6.503182499E1,2.553130324E1,2.224585463E1,3.972027588E1,1.970000029E0,2.343999939E2,1.645808455E0,3.790092468E0,2.500000000E0,2.800000000E1
7.789970763E2,6.503181484E1,2.553126774E1,2.209528782E1,3.956970215E1,1.659999967E0,2.350000000E2,1.647314714E0,3.790092468E0,2.500000000E0,2.900000000E1
7.799947378E2,6.503180720E1,2.553124124E1,2.203462407E1,3.950903320E1,1.000000000E0,2.266999969E2,1.648953048E0,3.790092468E0,2.500000000E0,2.800000000E1
7.809939812E2,6.503179838E1,2.553121328E1,2.180538174E1,3.927978516E1,1.820000052E0,2.313000031E2,1.650875523E0,3.790092468E0,2.500000000E0,2.800000000E1
7.819932839E2,6.503178788E1,2.553118074E1,2.168807891E1,3.916247559E1,1.649999976E0,2.313999939E2,1.652689777E0,3.790092468E0,2.500000000E0,2.800000000E1
7.829951477E2,6.503177846E1,2.553114918E1,2.145822680E1,3.893261719E1,1.639999986E0,2.333000031E2,1.654623419E0,3.790092468E0,2.500000000E0,2.800000000E1
7.839939667E2,6.503176886E1,2.553111483E1,2.171262795E1,3.918701172E1,1.870000005E0,2.343999939E2,1.656631423E0,3.790092468E0,2.500000000E0,2.800000000E1
7.849970706E2,6.503175915E1,2.553107876E1,2.243278860E1,3.990716553E1,1.840000033E0,2.346999969E2,1.658673063E0,3.790092468E0,2.500000000E0,2.700000000E1
7.859955226E2,6.503174860E1,2.553104316E1,2.234179224E1,3.981616211E1,1.980000019E0,2.310000000E2,1.660362969E0,3.790092468E0,2.500000000E0,2.800000000E1
7.869941449E2,6.503174021E1,2.553101314E1,2.292108270E1,4.039544678E1,1.320000052E0,2.325000000E2,1.661977791E0,3.790092468E0,2.500000000E0,2.800000000E1
7.879979484E2,6.503173296E1,2.553098333E1,2.295349777E1,4.042785645E1,1.720000029E0,2.356000061E2,1.663535897E0,3.790092468E0,2.500000000E0,2.800000000E1
7.889950660E2,6.503172542E1,2.553095535E1,2.262598842E1,4.010034180E1,1.250000000E0,2.341999969E2,1.665058929E0,3.790092468E0,2.500000000E0,2.800000000E1
7.899941420E2,6.503171687E1,2.553093000E1,2.214381606E1,3.961816406E1,1.610000014E0,2.246999969E2,1.666376484E0,3.790092468E0,2.500000000E0,2.800000000E1
7.909975245E2,6.503170856E1,2.553090999E1,2.174013430E1,3.921447754E1,9.399999976E-1,2.246000061E2,1.667553387E0,3.790092468E0,2.500000000E0,2.800000000E1
7.919954486E2,6.503170132E1,2.553089170E1,2.204287290E1,3.951721191E1,1.210000038E0,2.268999939E2,1.669048543E0,3.790092468E0,2.500000000E0,2.800000000E1
7.929958086E2,6.503169303E1,2.553086662E1,2.181918432E1,3.929351807E1,1.529999971E0,2.306000061E2,1.670305662E0,3.790092468E0,2.500000000E0,2.800000000E1
7.939955386E2,6.503168648E1,2.553084479E1,2.220725020E1,3.968157959E1,9.700000286E-1,2.316999969E2,1.671425791E0,3.790092468E0,2.500000000E0,2.800000000E1
7.949972533E2,6.503168059E1,2.553082543E1,2.227774970E1,3.975207520E1,1.190000057E0,2.316999969E2,1.673140687E0,3.790092468E0,2.500000000E0,2.800000000E1
7.959942337E2,6.503167183E1,2.553079536E1,2.258476246E1,4.005908203E1,1.940000057E0,2.346000061E2,1.674824091E0,3.790092468E0,2.500000000E0,2.800000000E1
7.969976414E2,6.503166322E1,2.553076586E1,2.321379660E1,4.068811035E1,1.360000014E0,2.371000061E2,1.723100495E0,3.790092468E0,2.500000000E0,2.800000000E1
7.976648294E2,6.503207060E1,2.553112150E1,2.222551695E1,3.970000076E1,NaN,NaN,1.799392349E0,4.559999847E1,3.598054171E0,0.000000000E0
7.978496325E2,6.503155390E1,2.553005210E1,2.222579514E1,3.970000076E1,NaN,NaN,1.808276546E0,3.690000153E1,5.501156807E0,0.000000000E0
8.007761214E2,6.503153653E1,2.553023685E1,2.448006612E1,4.195428467E1,1.139999986E0,2.313000031E2,1.809970357E0,5.757241249E0,8.113527298E0,0.000000000E0
8.008152651E2,6.503152962E1,2.553026901E1,2.446749191E1,4.194171143E1,1.139999986E0,2.313000031E2,1.810526434E0,5.764265537E0,8.117666245E0,0.000000000E0
8.018371510E2,6.503152557E1,2.553027596E1,2.473610826E1,4.221032715E1,1.169999957E0,2.313000031E2,1.811287251E0,4.229696751E0,5.671082497E0,2.800000000E1
8.028501547E2,6.503151873E1,2.553027555E1,2.750533664E1,4.497955322E1,1.279999971E0,2.335000000E2,1.812167307E0,3.790092468E0,3.279891491E0,2.800000000E1
8.038513776E2,6.503151133E1,2.553026890E1,2.788412393E1,4.535833740E1,1.299999952E0,2.335000000E2,1.813117961E0,3.790092468E0,2.500000000E0,2.800000000E1
8.048478630E2,6.503150458E1,2.553025647E1,2.763095359E1,4.510516357E1,1.470000029E0,2.376000061E2,1.814169319E0,3.790092468E0,2.500000000E0,2.800000000E1
8.058497005E2,6.503149826E1,2.553023981E1,2.791055941E1,4.538476562E1,1.379999995E0,2.378999939E2,1.815310014E0,3.790092468E0,2.500000000E0,2.800000000E1
8.068531819E2,6.503149242E1,2.553021983E1,2.744596374E1,4.492016602E1,1.460000038E0,2.413999939E2,1.816662404E0,3.790092468E0,2.500000000E0,2.800000000E1
8.078528785E2,6.503148604E1,2.553019530E1,2.705863923E1,4.453283691E1,1.580000043E0,2.421000061E2,1.817974545E0,3.790092468E0,2.500000000E0,2.800000000E1
8.088516105E2,6.503148014E1,2.553017109E1,2.659465436E1,4.406884766E1,1.299999952E0,2.413000031E2,1.827897344E0,3.790092468E0,2.500000000E0,2.800000000E1
8.096651079E2,6.503155390E1,2.553005210E1,2.222579514E1,3.970000076E1,NaN,NaN,2.908884116E0,3.690000153E1,5.501156807E0,0.000000000E0
8.097118469E2,6.502709000E1,2.550959320E1,NaN,NaN,NaN,NaN,3.927913497E0,8.999990234E2,0.000000000E0,0.000000000E0
8.122985724E2,6.503122936E1,2.552895949E1,2.236201072E1,3.983599854E1,1.509999990E0,2.266000061E2,3.930032594E0,3.867222309E0,5.306602955E0,0.000000000E0
8.123349692E2,6.503121516E1,2.552892938E1,2.231758488E1,3.979156494E1,1.509999990E0,2.266000061E2,3.931482858E0,3.872205734E0,5.311580658E0,0.000000000E0
8.133610015E2,6.503120749E1,2.552890439E1,2.166719932E1,3.914117432E1,1.539999962E0,2.265000000E2,3.932620433E0,3.790092468E0,3.484505892E0,2.600000000E1
8.143693442E2,6.503119978E1,2.552888846E1,2.489913708E1,4.237310791E1,1.330000043E0,2.266999969E2,3.933695412E0,3.790092468E0,2.500000000E0,2.600000000E1
8.153684091E2,6.503119345E1,2.552887115E1,2.478006134E1,4.225402832E1,1.379999995E0,2.346000061E2,3.934676696E0,3.790092468E0,2.500000000E0,2.700000000E1
8.163715264E2,6.503118887E1,2.552885328E1,2.444046506E1,4.191442871E1,1.090000033E0,2.351000061E2,3.935664079E0,3.790092468E0,2.500000000E0,2.700000000E1
8.173708066E2,6.503118492E1,2.552883444E1,2.472342726E1,4.219738770E1,1.210000038E0,2.351000061E2,3.936893037E0,3.790092468E0,2.500000000E0,2.700000000E1
8.183687262E2,6.503117967E1,2.552881140E1,2.487931512E1,4.235327148E1,1.360000014E0,2.308000031E2,3.938341935E0,3.790092468E0,2.500000000E0,2.700000000E1
8.193751192E2,6.503117229E1,2.552878596E1,2.472368050E1,4.219763184E1,1.500000000E0,2.306000061E2,3.939776806E0,3.790092468E0,2.500000000E0,2.700000000E1
8.203702697E2,6.503116415E1,2.552876224E1,2.536656890E1,4.284051514E1,1.220000029E0,2.303000031E2,3.941247553E0,3.790092468E0,2.500000000E0,2.700000000E1
8.213779932E2,6.503115543E1,2.552873868E1,2.519585884E1,4.266979980E1,1.389999986E0,2.321000061E2,3.942800359E0,3.790092468E0,2.500000000E0,2.700000000E1
8.223685183E2,6.503114585E1,2.552871461E1,2.519220234E1,4.266613770E1,1.470000029E0,2.281000061E2,3.944302652E0,3.790092468E0,2.500000000E0,2.700000000E1
8.233716315E2,6.503113671E1,2.552869104E1,2.454096264E1,4.201489258E1,1.250000000E0,2.278999939E2,3.945864487E0,3.790092468E0,2.500000000E0,2.700000000E1
8.243727488E2,6.503112746E1,2.552866600E1,2.481599266E1,4.228991699E1,1.419999957E0,2.278999939E2,3.947642309E0,3.790092468E0,2.500000000E0,2.700000000E1
8.253689335E2,6.503111831E1,2.552863494E1,2.496004180E1,4.243395996E1,1.590000033E0,2.400000000E2,3.949387616E0,3.790092468E0,2.500000000E0,2.700000000E1
8.263698912E2,6.503110926E1,2.552860456E1,2.586135404E1,4.333526611E1,1.409999967E0,2.356999969E2,3.951024647E0,3.790092468E0,2.500000000E0,2.700000000E1
8.273697126E2,6.503110065E1,2.552857627E1,2.541867177E1,4.289257812E1,1.440000057E0,2.351999969E2,3.952562810E0,3.790092468E0,2.500000000E0,2.700000000E1
8.283688154E2,6.503109336E1,2.552854842E1,2.509451929E1,4.256842041E1,1.279999971E0,2.356999969E2,3.954154973E0,3.790092468E0,2.500000000E0,2.700000000E1
8.293683665E2,6.503108539E1,2.552852024E1,2.513419764E1,4.260809326E1,1.460000038E0,2.350000000E2,3.955804663E0,3.790092468E0,2.500000000E0,2.700000000E1
8.303707406E2,6.503107728E1,2.552849081E1,2.563444745E1,4.310833740E1,1.360000014E0,2.350000000E2,3.957777993E0,3.790092468E0,2.500000000E0,2.700000000E1
8.313650877E2,6.503106584E1,2.552845867E1,2.616466691E1,4.363854980E1,1.909999967E0,2.308000031E2,3.959786723E0,3.790092468E0,2.500000000E0,2.700000000E1
8.323630717E2,6.503105453E1,2.552842530E1,2.615747189E1,4.363134766E1,1.580000043E0,2.348000031E2,3.961685207E0,3.790092468E0,2.500000000E0,2.700000000E1
8.333656901E2,6.503104487E1,2.552839195E1,2.587696090E1,4.335083008E1,1.590000033E0,2.358999939E2,3.963376977E0,3.790092468E0,2.500000000E0,2.700000000E1
8.343635440E2,6.503103675E1,2.552836147E1,2.541639539E1,4.289025879E1,1.269999981E0,2.355000000E2,3.965198970E0,3.790092468E0,2.500000000E0,2.700000000E1
8.353677126E2,6.503102750E1,2.552832943E1,2.566554721E1,4.313940430E1,1.799999952E0,2.345000000E2,3.966811924E0,3.790092468E0,2.500000000E0,2.700000000E1
8.363670355E2,6.503101780E1,2.552830388E1,2.559743779E1,4.307128906E1,8.799999952E-1,2.340000000E2,3.968064564E0,3.790092468E0,2.500000000E0,2.700000000E1
8.373709704E2,6.503101093E1,2.552828273E1,2.525051838E1,4.272436523E1,1.000000000E0,2.341999969E2,3.969661169E0,3.790092468E0,2.500000000E0,2.700000000E1
8.383679248E2,6.503100223E1,2.552825567E1,2.549893710E1,4.297277832E1,1.450000048E0,2.338000031E2,3.971390313E0,3.790092468E0,2.500000000E0,2.700000000E1
8.393695738E2,6.503099405E1,2.552822434E1,2.507719006E1,4.255102539E1,1.379999995E0,2.341000061E2,3.973263142E0,3.790092468E0,2.500000000E0,2.700000000E1
8.403702077E2,6.503098474E1,2.552819109E1,2.491380541E1,4.238763428E1,1.700000048E0,2.306000061E2,3.975281578E0,3.790092468E0,2.500000000E0,2.700000000E1
8.413675180E2,6.503097361E1,2.552815712E1,2.521996489E1,4.269378662E1,1.679999948E0,2.361000061E2,3.976945555E0,3.790092468E0,2.500000000E0,2.700000000E1
8.423698238E2,6.503096462E1,2.552812878E1,2.544354253E1,4.291735840E1,1.129999995E0,2.301000061E2,3.978699007E0,3.790092468E0,2.500000000E0,2.700000000E1
8.433720563E2,6.503095535E1,2.552809856E1,2.538300179E1,4.285681152E1,1.710000038E0,2.298999939E2,3.980836818E0,3.790092468E0,2.500000000E0,2.700000000E1
8.443687371E2,6.503094329E1,2.552806309E1,2.503602453E1,4.250982666E1,1.840000033E0,2.296999969E2,3.982908821E0,3.790092468E0,2.500000000E0,2.700000000E1
8.453718975E2,6.503093204E1,2.552802790E1,2.455403721E1,4.202783203E1,1.649999976E0,2.296999969E2,3.984852804E0,3.790092468E0,2.500000000E0,2.700000000E1
8.463645781E2,6.503092066E1,2.552799646E1,2.466457884E1,4.213836670E1,1.539999962E0,2.278000031E2,3.986758095E0,3.790092468E0,2.500000000E0,2.700000000E1
8.473698799E2,6.503090909E1,2.552796652E1,2.442844070E1,4.190222168E1,1.639999986E0,2.326999969E2,3.988580848E0,3.790092468E0,2.500000000E0,2.700000000E1
8.483688917E2,6.503089842E1,2.552793704E1,2.436423825E1,4.183801270E1,1.500000000E0,2.276999969E2,3.990363038E0,3.790092468E0,2.500000000E0,2.700000000E1
8.493713214E2,6.503088888E1,2.552790653E1,2.467466932E1,4.214843750E1,1.639999986E0,2.366999969E2,3.991864596E0,3.790092468E0,2.500000000E0,2.700000000E1
8.503722052E2,6.503088106E1,2.552788045E1,2.449871021E1,4.197247314E1,1.129999995E0,2.365000000E2,3.993399977E0,3.790092468E0,2.500000000E0,2.700000000E1
8.513702025E2,6.503087329E1,2.552785341E1,2.518053926E1,4.265429688E1,1.720000029E0,2.376999969E2,3.994973340E0,3.790092468E0,2.500000000E0,2.700000000E1
8.523659361E2,6.503086462E1,2.552782692E1,2.525689981E1,4.273065186E1,1.320000052E0,2.371999969E2,3.996597989E0,3.790092468E0,2.500000000E0,2.800000000E1
8.533641206E2,6.503085582E1,2.552779929E1,2.509583376E1,4.256958008E1,1.600000024E0,2.366000061E2,3.998356768E0,3.790092468E0,2.500000000E0,2.800000000E1
8.543708619E2,6.503084665E1,2.552776876E1,2.518922370E1,4.266296387E1,1.470000029E0,2.356000061E2,4.000068839E0,3.790092468E0,2.500000000E0,2.800000000E1
8.553678097E2,6.503083853E1,2.552773777E1,2.501741557E1,4.249114990E1,1.549999952E0,2.373000031E2,4.001791423E0,3.790092468E0,2.500000000E0,2.800000000E1
8.563702480E2,6.503083061E1,2.552770623E1,2.492049758E1,4.239422607E1,1.460000038E0,2.348999939E2,4.003415602E0,3.790092468E0,2.500000000E0,2.800000000E1
8.573686589E2,6.503082274E1,2.552767708E1,2.522281028E1,4.269653320E1,1.389999986E0,2.348999939E2,4.005068224E0,3.790092468E0,2.500000000E0,2.800000000E1
8.583759637E2,6.503081455E1,2.552764770E1,2.510568952E1,4.257940674E1,1.600000024E0,2.348000031E2,4.007040667E0,3.790092468E0,2.500000000E0,2.800000000E1
