"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.548261005E0,1.232350469E-1,8.341789246E-3,1.232399940E-1,1.744836908E-1
1.553245849E0,1.422086954E-1,1.797580719E-2,6.007623672E-2,1.554207094E-1
1.558230693E0,1.445990801E-1,6.219863892E-3,4.509925842E-3,1.448030390E-1
1.563215537E0,1.164004207E-1,1.130199432E-2,-2.930402756E-2,1.205633404E-1
1.568200380E0,1.220071316E-1,4.258251190E-2,-3.204441071E-2,1.331384795E-1
1.573185276E0,1.066648364E-1,5.701255798E-2,-4.425668716E-2,1.287884834E-1
1.578168766E0,9.192389250E-2,7.848262787E-2,-5.160427094E-2,1.314249811E-1
1.583153662E0,5.646699667E-2,6.176614761E-2,-5.408334732E-2,9.964229605E-2
1.588138505E0,2.870684862E-2,4.515790939E-2,-8.967399597E-3,5.425619038E-2
1.593123349E0,3.708589077E-2,2.380371094E-2,2.644824982E-2,5.139542652E-2
1.598108193E0,9.999275208E-3,1.192665100E-2,5.232000351E-2,5.458583402E-2
1.603093089E0,1.869654655E-2,-1.900005341E-2,8.288049698E-2,8.706170032E-2
1.608076630E0,1.047432423E-2,-2.362155914E-2,9.425115585E-2,9.772906376E-2
1.613061474E0,3.778988123E-2,7.397651672E-3,1.031703949E-1,1.101223445E-1
1.618046318E0,4.078495502E-2,-4.567623138E-3,6.918287277E-2,8.043970178E-2
1.623031162E0,6.015163660E-2,1.441717148E-2,6.874513626E-2,9.247685104E-2
1.628016005E0,8.632266521E-2,3.566074371E-2,6.112194061E-2,1.116207095E-1
1.633000901E0,8.841115236E-2,3.310012817E-2,1.064729691E-2,9.500271195E-2
1.637984391E0,9.051609039E-2,3.303813934E-2,-6.259441376E-3,9.656014643E-2
1.642969287E0,9.995299578E-2,3.058576584E-2,-3.979682922E-3,1.046036726E-1
1.647954130E0,6.176280975E-2,-2.665042877E-3,-8.921146393E-3,6.246065942E-2
1.652938505E0,9.761232138E-2,-3.090953827E-2,-1.141166687E-2,1.030232546E-1
1.657923401E0,1.119230986E-1,-2.813529968E-2,1.474905014E-2,1.163439279E-1
1.662963609E0,1.143878102E-1,-3.735923767E-2,1.706171036E-2,1.215375898E-1
1.667948453E0,9.541130066E-2,-3.713655472E-2,3.375101089E-2,1.078033892E-1
1.672933297E0,1.360270381E-1,-1.810359955E-2,5.527210236E-2,1.479395171E-1
1.677918193E0,1.786875129E-1,-5.396080017E-2,4.821348190E-2,1.927836483E-1
1.682903037E0,1.663289070E-1,-8.248615265E-2,4.844236374E-2,1.918747855E-1
1.687887880E0,8.056676388E-2,-3.244924545E-2,1.312589645E-2,8.784216601E-2
1.692815432E0,4.712700844E-3,2.180337906E-2,-5.742883682E-2,6.160899436E-2
1.697800224E0,1.787344813E-1,-4.825592041E-4,3.894948959E-2,1.829297964E-1
1.702785120E0,3.042354882E-1,-5.343151093E-2,-3.412961960E-2,3.107716035E-1
1.707769964E0,2.391391993E-1,-9.397459030E-2,-9.001493454E-2,2.722525825E-1
1.712754807E0,1.512837410E-1,-1.151280403E-1,-1.026806831E-1,2.160660979E-1
1.717739703E0,1.214499474E-1,-1.145834923E-1,-1.129937172E-1,2.016111270E-1
1.722723245E0,1.514319777E-1,-8.294820786E-2,-1.400675774E-1,2.223307790E-1
1.727708089E0,1.836940050E-1,-6.791925430E-2,-1.268358231E-1,2.333320351E-1
1.732692932E0,1.539799571E-1,-1.953411102E-2,-1.020789146E-1,1.857727469E-1
1.737677776E0,1.029684544E-1,-4.570484161E-3,-8.493900299E-2,1.335590736E-1
1.742662620E0,7.348400354E-2,-6.200313568E-3,-1.014084816E-1,1.253874906E-1
1.747647516E0,5.392861366E-2,1.856088638E-2,-1.203708649E-1,1.331989001E-1
1.752631057E0,1.057087779E-1,2.666139603E-2,-7.286500931E-2,1.311277444E-1
1.757615901E0,9.526550770E-2,8.735179901E-3,1.443576813E-2,9.674818720E-2
1.762600745E0,5.375933647E-2,3.247261047E-4,9.638071060E-2,1.103603782E-1
1.767585589E0,3.597772121E-2,1.377582550E-3,1.515932083E-1,1.558101247E-1
1.772570432E0,1.555430889E-2,2.833843231E-2,1.685323715E-1,1.716046722E-1
1.777555328E0,7.008254528E-3,-2.246856689E-3,1.951584816E-1,1.952972016E-1
1.782538870E0,-8.839547634E-3,-8.934974670E-3,1.622729301E-1,1.627589482E-1
1.787523714E0,-9.370446205E-4,3.173732758E-2,1.108736992E-1,1.153304521E-1
1.792508557E0,3.991711140E-2,5.279111862E-2,1.552047729E-1,1.687269971E-1
1.797493401E0,6.119793653E-2,4.506874084E-2,1.232280731E-1,1.447809961E-1
1.802478245E0,8.688747883E-2,2.068471909E-2,9.160947800E-2,1.279436909E-1
1.807463141E0,9.786123037E-2,-1.307678223E-2,8.881998062E-2,1.328036581E-1
1.812446682E0,1.016665101E-1,-3.228807449E-2,8.841753006E-2,1.385505635E-1
1.817431474E0,9.360402822E-2,-2.289247513E-2,8.333826065E-2,1.274011193E-1
1.822416370E0,9.976828098E-2,-8.917331696E-3,1.140279770E-1,1.517748603E-1
1.827401214E0,1.199688315E-1,-2.135467529E-2,1.184973717E-1,1.699710852E-1
1.832386057E0,1.138023734E-1,-4.091501236E-2,1.349115372E-1,1.811798590E-1
1.837370953E0,1.313785911E-1,-2.487850189E-2,1.537795067E-1,2.037827537E-1
1.842354495E0,1.489928365E-1,-1.140260696E-2,1.131787300E-1,1.874521531E-1
1.847339339E0,1.262978315E-1,-2.659416199E-2,3.973817825E-2,1.350463421E-1
1.852324182E0,1.633563042E-1,-5.122137070E-2,2.522468567E-4,1.711986406E-1
1.857309026E0,1.859648228E-1,-6.847095490E-2,-3.419160843E-2,2.010976207E-1
1.862293870E0,1.776941419E-1,-8.786201477E-2,-9.218358994E-2,2.186155437E-1
1.867278766E0,1.838952899E-1,-6.180572510E-2,-1.118354797E-1,2.239298994E-1
1.872262307E0,1.783345342E-1,-9.752655029E-2,-1.362838745E-1,2.447201024E-1
1.877247151E0,1.825399399E-1,-9.241533279E-2,-1.677989960E-1,2.646090067E-1
1.882231995E0,1.654840708E-1,-5.390262604E-2,-1.541094780E-1,2.324654856E-1
1.887216839E0,1.558132172E-1,-6.059503555E-2,-1.170458794E-1,2.040814907E-1
1.892201682E0,1.724784374E-1,-5.988073349E-2,-1.066598892E-1,2.114493925E-1
1.897186578E0,1.487715244E-1,-3.757524490E-2,-1.108403206E-1,1.892893081E-1
1.902170120E0,1.513667107E-1,-1.778984070E-2,-8.890342712E-2,1.764431322E-1
1.907154964E0,1.134930253E-1,-1.228475571E-2,-4.593086243E-2,1.230496897E-1
1.912139807E0,1.210565567E-1,2.830505371E-3,-3.436994553E-2,1.258729313E-1
1.917124651E0,1.024425030E-1,-3.445148468E-3,-3.491067886E-2,1.082824592E-1
1.922109495E0,7.438468933E-2,2.179145813E-3,-2.117061615E-2,7.736941044E-2
1.927094391E0,7.982683182E-2,-6.455898285E-3,-3.847074509E-2,8.884818472E-2
1.932077932E0,9.725618362E-2,-5.498886108E-3,-4.375171661E-2,1.067858404E-1
1.937062776E0,1.051444411E-1,-1.170682907E-2,-1.568651199E-2,1.069507831E-1
1.942047620E0,8.223646879E-2,-1.253604889E-3,-1.394701004E-2,8.342018589E-2
1.947032464E0,9.760391712E-2,4.402160645E-3,-7.508277893E-3,9.799121334E-2
1.952017307E0,1.176329255E-1,-4.204750061E-3,-1.541280746E-2,1.187128456E-1
1.957002203E0,9.702175856E-2,1.422882080E-3,-6.531238556E-3,9.725175219E-2
1.961985745E0,9.773731232E-2,3.555393219E-2,4.021167755E-2,1.115062479E-1
1.966970589E0,7.216358185E-2,3.609037399E-2,6.997919083E-2,1.068044231E-1
1.971955432E0,7.057064772E-2,1.284456253E-2,2.588415146E-2,7.625738261E-2
1.976940276E0,9.516012669E-2,2.529335022E-2,4.169607162E-2,1.069287878E-1
1.981925120E0,7.430851460E-2,1.629257202E-2,5.020141602E-2,9.114485951E-2
1.986910016E0,5.123329163E-2,3.578233719E-2,3.735494614E-2,7.280534202E-2
1.991893557E0,3.549617529E-2,3.595447540E-2,9.605121613E-2,1.085289771E-1
1.996878401E0,5.546766520E-2,3.342628479E-4,1.282982826E-1,1.397756164E-1
2.001863245E0,6.312859058E-2,1.473140717E-2,1.319251060E-1,1.469913838E-1
2.006848089E0,4.931986332E-2,1.225185394E-2,1.594176292E-1,1.673216584E-1
2.011832932E0,3.104859591E-2,2.388048172E-2,1.037402153E-1,1.108887956E-1
2.016817828E0,3.203934431E-2,9.149074554E-3,5.818700790E-2,6.705186827E-2
2.021801370E0,6.901979446E-3,6.327152252E-3,2.974462509E-2,3.118353568E-2
2.026786214E0,1.991504431E-2,5.813312531E-2,-3.181934357E-3,6.153205631E-2
2.031771057E0,2.325713634E-2,4.289770126E-2,3.553152084E-2,6.036220786E-2
2.036755901E0,2.413165569E-2,2.297401428E-2,3.597784042E-2,4.903618195E-2
2.041740745E0,1.329797506E-2,4.594945908E-2,1.508951187E-2,5.015857154E-2
2.046725641E0,5.252361298E-2,4.967641830E-2,1.570701599E-3,7.231143450E-2
2.051709182E0,2.256107330E-2,3.198909760E-2,-1.420354843E-2,4.164186813E-2
2.056694026E0,-2.404510975E-3,3.104019165E-2,-5.118417740E-2,5.990905763E-2
2.061678870E0,5.861997604E-3,6.095075607E-2,-2.328872681E-3,6.127627053E-2
2.066663714E0,4.568755627E-3,2.885961533E-2,-1.565551758E-2,3.314884848E-2
2.071648557E0,-8.550047874E-3,3.983736038E-2,-1.465892792E-2,4.330130216E-2
2.076633453E0,-2.553462982E-4,2.940368652E-2,-3.512573242E-2,4.580894084E-2
2.081616943E0,-1.574027538E-2,-2.312183380E-3,-5.067873001E-2,5.311719248E-2
2.086601787E0,1.171302795E-2,1.382970810E-2,-4.955959320E-2,5.276939575E-2
2.091586630E0,2.694004774E-2,8.506774902E-3,-3.426408768E-2,4.440899792E-2
2.096571474E0,4.666769505E-2,3.306865692E-3,-2.632427216E-2,5.368217978E-2
2.101556318E0,1.017484069E-1,-1.856040955E-2,1.726198196E-2,1.048580141E-1
2.106541214E0,1.136679053E-1,-6.404590607E-2,1.065444946E-2,1.309037359E-1
2.111524807E0,1.801228523E-1,-9.978866577E-2,9.927797318E-2,2.286003843E-1
2.116509651E0,1.797136068E-1,-1.140561104E-1,1.256484985E-1,2.471706333E-1
2.121494495E0,1.322937608E-1,-1.022205353E-1,6.649875641E-2,1.799243218E-1
2.126479339E0,6.196862459E-2,-7.390642166E-2,2.458047867E-2,9.953124900E-2
2.131464182E0,-5.128681660E-3,-4.348945618E-2,-4.542350769E-2,6.309462121E-2
2.136449078E0,-2.650982141E-2,1.038455963E-2,-4.827451706E-2,5.604497040E-2
2.141432620E0,-1.072447300E-1,8.056735992E-2,-7.976722717E-2,1.560619817E-1
2.146417464E0,-1.304523945E-1,1.479353905E-1,-1.634397507E-1,2.561547561E-1
2.151402307E0,-6.131321192E-2,1.578803062E-1,-8.747625351E-2,1.906242272E-1
2.156387151E0,-1.002009511E-1,1.060681343E-1,-3.606414795E-2,1.503040335E-1
2.161371995E0,-1.129615307E-1,7.376956940E-2,-3.746747971E-2,1.400216727E-1
2.166356891E0,-5.218851566E-2,1.332378387E-2,-4.135894775E-2,6.790969697E-2
2.171340432E0,-3.722161055E-2,3.373622894E-3,-1.684856415E-2,4.099638688E-2
2.176324651E0,-5.881369114E-3,-3.021192551E-2,-1.160383224E-2,3.289376640E-2
2.181308922E0,1.090669632E-2,-8.782863617E-3,-1.601886749E-2,2.127672046E-2
2.186293141E0,2.975785732E-2,-1.721858978E-3,-1.336145401E-2,3.266532296E-2
2.191277412E0,2.459955215E-2,-6.559848785E-3,1.297569275E-2,2.857513228E-2
2.196261630E0,5.037033558E-2,5.241394043E-3,1.537227631E-2,5.292400020E-2
2.201248297E0,3.319633007E-2,2.162361145E-2,1.545715332E-2,4.252646812E-2
2.206232516E0,9.173631668E-3,4.733848572E-2,2.034473419E-2,5.233541781E-2
2.211216787E0,-1.919764280E-2,2.061080933E-2,2.755308151E-2,3.940212242E-2
2.216201005E0,-9.252488613E-3,2.502489090E-2,2.516555786E-2,3.667640948E-2
2.221185276E0,-1.372307539E-2,3.169918060E-2,-8.005142212E-3,3.545762472E-2
2.226169495E0,-3.464615345E-2,1.931810379E-2,1.612615585E-2,4.282053229E-2
2.231156057E0,2.310734987E-2,7.046699524E-3,-7.451534271E-3,2.528103944E-2
2.236140276E0,3.542500734E-2,9.143352509E-3,-4.693031311E-3,3.688572330E-2
2.241124547E0,3.587168455E-2,-3.146219254E-2,3.461837769E-4,4.771548129E-2
2.246108766E0,4.103195667E-2,-1.943445206E-2,-2.795600891E-2,5.331845674E-2
2.251093037E0,2.246540785E-2,-1.941394806E-2,-1.084566116E-2,3.161050925E-2
2.256077255E0,2.777934074E-2,-9.853839874E-3,1.082754135E-2,3.140104432E-2
2.261063870E0,4.261475801E-2,-1.463031769E-2,2.045392990E-2,4.948158288E-2
2.266048089E0,6.927537918E-2,-2.700328827E-3,-1.041698456E-2,7.010623013E-2
2.271032359E0,9.340989590E-2,-2.412319183E-2,-2.677392960E-2,1.001208287E-1
2.276016578E0,8.880299330E-2,-3.352355957E-2,-9.703636169E-3,9.541468032E-2
2.281000849E0,6.293439865E-2,-2.145433426E-2,1.909828186E-2,6.917926974E-2
2.285985068E0,7.064396143E-2,-1.413154602E-2,-1.658487320E-2,7.392785604E-2
2.290971682E0,6.669408083E-2,-2.345371246E-2,-6.149101257E-2,9.369803452E-2
2.295955901E0,4.630768299E-2,-4.165172577E-3,-3.239154816E-2,5.666535589E-2
2.300940172E0,4.738241434E-2,-2.778530121E-2,-8.309364319E-3,5.555323292E-2
2.305924391E0,5.066353083E-2,-3.689289093E-3,6.042957306E-3,5.115585541E-2
2.310908662E0,4.668968916E-2,-5.959033966E-3,-3.453731537E-3,4.719497241E-2
2.315892880E0,3.807753325E-2,1.405239105E-3,-2.249050140E-2,4.424585730E-2
2.320879495E0,6.077319384E-2,2.056884766E-2,-5.793619156E-2,8.644686735E-2
2.325863714E0,3.345996141E-2,2.060174942E-2,-4.085493088E-2,5.668444649E-2
2.330847984E0,1.598978043E-2,3.259181976E-2,-9.737968445E-3,3.758627174E-2
2.335832203E0,5.800068378E-3,3.013610840E-2,6.971836090E-3,3.147113473E-2
2.340816474E0,-1.398342848E-2,2.294206619E-2,2.115535736E-2,3.419683930E-2
2.345800693E0,-1.689356565E-2,3.258323669E-2,1.807689667E-3,3.674680416E-2
2.350787307E0,-1.747047901E-2,5.880784988E-2,-2.455139160E-2,6.607837524E-2
2.355771526E0,-3.249871731E-2,6.574201584E-2,2.062702179E-2,7.618171238E-2
2.360755797E0,-2.127069235E-2,5.368185043E-2,-2.016639709E-2,6.116262740E-2
2.365740016E0,-1.960474253E-2,2.984523773E-2,-2.260684967E-2,4.226291278E-2
2.370724287E0,1.082319021E-2,4.421615601E-2,-4.162359238E-2,6.168252054E-2
2.375708505E0,3.363430500E-3,2.049732208E-2,-5.097723007E-2,5.504662445E-2
2.380695120E0,-1.319843531E-2,4.035949707E-3,-3.638172150E-2,3.891165948E-2
2.385679339E0,-5.531609058E-3,-9.945869446E-3,-2.824306488E-3,1.172585711E-2
2.390663609E0,-4.954218864E-3,2.287387848E-3,3.763103485E-2,3.802461324E-2
2.395647828E0,-1.867270470E-2,-9.576797485E-3,5.663394928E-2,6.039693007E-2
2.400632099E0,-3.004020452E-2,-4.749774933E-3,6.125116348E-2,6.838625065E-2
2.405616318E0,-6.998777390E-2,3.312587738E-2,8.975410461E-2,1.185386500E-1
2.410602932E0,-1.077685356E-1,4.916858673E-2,9.435367584E-2,1.514404944E-1
2.415587151E0,-1.268033981E-1,8.388042450E-2,1.038222313E-1,1.841034576E-1
2.420571422E0,-1.487785578E-1,7.070922852E-2,7.520818710E-2,1.810832009E-1
2.425555641E0,-1.712268591E-1,6.950855255E-2,5.627202988E-2,1.931750954E-1
2.430539912E0,-1.393383145E-1,7.301855087E-2,-7.645606995E-3,1.574970793E-1
2.435524130E0,-1.293094754E-1,4.085445404E-2,-6.154108047E-2,1.489205541E-1
2.440510745E0,-1.406428218E-1,1.856088638E-2,-1.103367805E-1,1.797195453E-1
2.445494964E0,-1.138430238E-1,2.987575531E-2,-1.161470413E-1,1.653569776E-1
2.450479234E0,-9.910595417E-2,4.361009598E-2,-1.125583649E-1,1.561832774E-1
2.455463453E0,-6.304419041E-2,4.307842255E-2,-7.584810257E-2,1.076255318E-1
2.460447724E0,-3.664189577E-2,4.975318909E-2,-5.376386642E-2,8.190580982E-2
2.465431943E0,-4.595381021E-2,4.694223404E-2,-3.192663193E-2,7.303859142E-2
2.470301734E0,-5.730205774E-2,3.474712372E-2,-3.885221481E-2,7.746213930E-2
2.475285953E0,-5.634653568E-2,-8.201122284E-3,4.177093506E-3,5.709324479E-2
2.480270224E0,-9.819233418E-2,6.120204926E-3,4.695749283E-2,1.090146666E-1
2.485254443E0,-1.160433292E-1,-5.917072296E-3,6.098318100E-2,1.312250524E-1
2.490238714E0,-1.030402184E-1,-3.703498840E-2,5.368900299E-2,1.219482923E-1
2.495222932E0,-9.042304754E-2,-3.243684769E-2,7.037496567E-2,1.190844759E-1
2.500326370E0,-7.319718599E-2,-3.986883163E-2,6.804132462E-2,1.075963458E-1
2.505310589E0,-6.557965279E-2,-2.157688141E-3,3.253459930E-2,7.323828664E-2
2.510294859E0,-3.653621674E-2,-2.186632156E-2,3.307485580E-2,5.391639119E-2
2.515279078E0,-1.950293779E-2,-8.110046387E-3,2.407455444E-2,3.202688881E-2
2.520263349E0,-2.178806067E-2,1.265335083E-2,-3.475332260E-2,4.292575342E-2
2.525247568E0,-1.226425171E-2,4.851341248E-3,-2.959251404E-3,1.351682473E-2
2.530234182E0,-9.904086590E-3,3.513145447E-2,-2.369642258E-2,4.351816250E-2
2.535218401E0,-1.223856211E-2,-1.246452332E-3,-5.625200272E-2,5.758145409E-2
2.540202672E0,-5.620718002E-5,-1.593255997E-2,-6.951141357E-2,7.131399753E-2
2.545186891E0,-2.842628956E-2,-2.815389633E-2,-5.649900436E-2,6.923029186E-2
2.550171162E0,-1.847541332E-2,-3.066205978E-2,-7.934236526E-2,8.704432051E-2
2.555155380E0,3.119707108E-3,-3.791666031E-2,-7.111406326E-2,8.065119773E-2
2.560141995E0,2.803849578E-1,-1.712536812E-1,2.412948608E-1,4.076355698E-1
2.565126214E0,2.105638981E-1,-2.207603455E-1,4.018797874E-1,5.045588656E-1
2.570110484E0,1.922786236E-3,-2.227993011E-1,1.721453667E-1,2.815621654E-1
2.575094703E0,-5.917298794E-2,-1.419539452E-1,5.165052414E-2,1.622348350E-1
2.580078974E0,-8.842802048E-2,-9.573936462E-3,-6.059646606E-2,1.076248427E-1
2.585063141E0,-7.209348679E-2,1.076278687E-1,-1.008138657E-1,1.641483002E-1
2.590049807E0,-1.153367162E-1,1.336960793E-1,-1.170740128E-1,2.118573203E-1
2.595034026E0,-2.649897337E-1,1.645302773E-1,-2.807259560E-1,4.196389322E-1
2.600018297E0,-2.330944538E-1,1.574311256E-1,-2.818818092E-1,3.982146884E-1
2.605002516E0,-1.405063868E-1,1.221866608E-1,-1.575684547E-1,2.439250760E-1
2.609986787E0,-1.299488544E-1,4.703187943E-2,-1.200766563E-1,1.830767758E-1
2.614971005E0,-1.170318723E-1,1.784420013E-2,-1.092519760E-1,1.610927338E-1
2.619957620E0,-9.487193823E-2,8.268356323E-4,-4.633140564E-2,1.055839357E-1
2.624941839E0,-8.754038811E-2,7.751941681E-3,1.709938049E-3,8.789957928E-2
2.629926109E0,-6.369912624E-2,2.413082123E-2,6.574153900E-3,6.843314049E-2
2.634910328E0,-3.282946348E-2,3.093814850E-2,1.133441925E-2,4.651249042E-2
2.639894599E0,-1.629835367E-2,3.060007095E-2,-1.009654999E-2,3.611012318E-2
2.644878818E0,7.235050201E-3,4.697275162E-2,-2.431106567E-2,5.338364225E-2
2.649865432E0,2.074778080E-3,6.328487396E-2,-4.324293137E-2,7.667614420E-2
2.654849651E0,8.759617805E-3,6.519937515E-2,-7.389402390E-2,9.893440348E-2
2.659833922E0,2.527272701E-2,4.097986221E-2,-6.387090683E-2,7.998470214E-2
2.664818141E0,4.195421934E-2,5.979299545E-2,-5.872440338E-2,9.372253933E-2
2.669802412E0,2.767729759E-2,4.512023926E-2,-4.640483856E-2,7.039373434E-2
2.674786630E0,-5.574822426E-4,4.724073410E-2,-3.896427155E-2,6.123897617E-2
2.679773193E0,-1.434141397E-2,4.452085495E-2,-2.200746536E-2,5.169246765E-2
2.684757776E0,-4.002213478E-2,3.707313538E-2,-4.582405090E-4,5.455638023E-2
2.689742307E0,-5.598211288E-2,2.029037476E-2,-2.671766281E-2,6.526507318E-2
2.694726839E0,-6.965243816E-2,1.306533813E-2,-7.556438446E-3,7.126896214E-2
2.699711422E0,-9.763842821E-2,5.925655365E-3,-1.948738098E-2,9.974033323E-2
2.704695953E0,-1.018122435E-1,1.790714264E-2,1.372718811E-2,1.042824739E-1
2.709681005E0,-4.681068659E-2,8.329868317E-3,1.587867737E-3,4.757255941E-2
2.714665537E0,-4.201531410E-2,-1.073217392E-2,-3.411674500E-2,5.517624910E-2
2.719650120E0,-6.794106960E-2,-3.197765350E-2,-4.340457916E-2,8.673244350E-2
2.724634651E0,-4.846221209E-2,-4.824066162E-2,-5.266904831E-2,8.631208539E-2
2.729619234E0,-7.428985834E-2,-3.593730927E-2,-4.039239883E-2,9.188046111E-2
2.734603766E0,-7.843095064E-2,-2.374601364E-2,-4.244947433E-2,9.228892162E-2
2.739588818E0,-7.314038277E-2,-7.583332062E-2,-4.208469391E-2,1.134518822E-1
2.744573349E0,-8.930724859E-2,-4.196691513E-2,-1.322078705E-2,9.955800232E-2
2.749557932E0,-1.076813936E-1,-5.823564529E-2,-2.501487732E-2,1.249496579E-1
2.754542464E0,-1.021895409E-1,-4.346132278E-2,-7.000207901E-2,1.312702552E-1
2.759527047E0,-7.284981012E-2,-2.646446228E-2,-5.755138397E-2,9.653820174E-2
2.764511578E0,-7.219403982E-2,-1.435995102E-2,-2.856636047E-2,7.895710563E-2
2.769496630E0,-9.295696020E-2,-2.255439758E-3,-2.607202530E-2,9.657035757E-2
2.774481162E0,-6.606960297E-2,-2.096176147E-3,-2.126550674E-2,6.943924083E-2
2.779465745E0,-4.653292894E-2,4.563999176E-2,-3.082847595E-2,7.210213071E-2
2.784450328E0,-5.562311411E-2,3.128910065E-2,-4.039192200E-2,7.552778300E-2
2.789434859E0,-4.800868034E-2,6.226062775E-2,-3.569793701E-2,8.634559550E-2
2.794419391E0,-2.382451296E-2,5.259418488E-2,-3.342342377E-2,6.671492304E-2
2.799404443E0,-9.239077568E-3,5.258131027E-2,-2.173328400E-2,5.764104768E-2
2.804388974E0,5.450248718E-4,4.768800735E-2,2.089834213E-2,5.206902920E-2
2.809373557E0,-1.350778341E-2,3.805065155E-2,7.033920288E-2,8.110435104E-2
2.814358089E0,-3.453665972E-2,3.792953491E-2,1.146969795E-1,1.256456430E-1
2.819342672E0,-4.344117641E-2,3.289556503E-2,1.042423248E-1,1.176253216E-1
2.824327203E0,-5.224269629E-2,1.829719543E-2,8.211898804E-2,9.903340281E-2
2.829312255E0,-7.756596804E-2,-1.031875610E-3,8.405447006E-2,1.143796228E-1
2.834296787E0,-9.089004993E-2,1.531124115E-2,5.996894836E-2,1.099623120E-1
2.839281370E0,-9.928947687E-2,1.726102829E-2,1.709365845E-2,1.022180829E-1
2.844265901E0,-8.863711357E-2,1.669645309E-2,-6.283760071E-3,9.041457343E-2
2.849250484E0,-7.098031044E-2,9.009361267E-3,1.091289520E-2,7.237723635E-2
2.854235016E0,-9.138774872E-2,-3.372669220E-3,-1.239585876E-2,9.228625482E-2
2.859220068E0,-8.323258162E-2,-1.277923584E-3,-1.903343201E-2,8.539067434E-2
2.864204599E0,-7.528823614E-2,-2.058887482E-2,-4.244804382E-3,7.816801540E-2
2.869189182E0,-1.032575965E-1,-2.794265747E-2,2.473688126E-2,1.097945201E-1
2.874173714E0,-8.358806372E-2,-2.091836929E-2,3.913831711E-2,9.463799679E-2
2.879158297E0,-6.419187784E-2,1.457834244E-2,3.437376022E-2,7.426089577E-2
2.884142880E0,-4.027771950E-2,-2.554893494E-3,-3.537654877E-3,4.051341964E-2
2.889127828E0,-9.293317795E-3,-5.249023438E-3,-7.772445679E-4,1.070150045E-2
2.894112359E0,2.139031887E-2,1.104068756E-2,-3.125572205E-2,3.945076278E-2
2.899096943E0,4.002118111E-2,-1.314210892E-2,-6.152200699E-2,7.456116488E-2
2.904081474E0,5.377912521E-2,-1.564264297E-2,-7.739257812E-2,9.553270506E-2
2.909066057E0,4.848957062E-2,3.294944763E-3,-7.653570175E-2,9.066316100E-2
2.914050589E0,5.288910866E-2,-1.582431793E-2,-5.678653717E-2,7.919834377E-2
2.919035641E0,8.824336529E-2,-1.095390320E-2,-6.578063965E-2,1.106072876E-1
2.924020172E0,5.933523178E-2,-6.018638611E-3,-8.192205429E-2,1.013317163E-1
2.929004755E0,4.269307852E-2,1.561737061E-2,-5.765485764E-2,7.342127639E-2
2.933989287E0,5.008774996E-2,-3.302574158E-3,-5.733633041E-2,7.620462241E-2
2.938973870E0,4.320567846E-2,1.604890823E-2,-5.713415146E-2,7.340714795E-2
2.943958401E0,1.968061924E-2,2.342367172E-2,-3.563451767E-2,4.696609437E-2
2.948943453E0,1.050919294E-2,2.302169800E-3,-1.440715790E-2,1.798080423E-2
2.953927984E0,1.084482670E-2,3.228187561E-4,4.301071167E-3,1.167106213E-2
2.958912568E0,1.570701599E-3,6.308555603E-4,7.522010803E-2,7.523915028E-2
2.963897099E0,4.079759121E-3,1.990318298E-2,8.617973328E-2,8.854223599E-2
2.968881682E0,-7.823586464E-3,9.012222290E-4,6.626701355E-2,6.673333344E-2
2.973866214E0,-3.643286228E-2,-1.422882080E-3,7.512760162E-2,8.350769170E-2
2.978851266E0,-5.557829142E-2,1.279258728E-2,7.449913025E-2,9.382279666E-2
2.983835797E0,-6.031543016E-2,2.444219589E-2,7.395648956E-2,9.851362548E-2
2.988820380E0,-3.881984949E-2,1.688528061E-2,5.216646194E-2,6.718208963E-2
2.993804912E0,-3.647881746E-2,2.842521667E-2,-2.729415894E-3,4.632652348E-2
2.998789495E0,-2.703976631E-2,2.085542679E-2,-1.454353333E-4,3.414848372E-2
3.003774026E0,-2.948558331E-2,-1.274347305E-2,-2.374744415E-2,3.994667486E-2
3.008759026E0,3.784418106E-3,3.919124603E-3,-6.869792938E-3,8.767862514E-3
3.013743557E0,3.553092480E-3,1.800060272E-2,1.707410812E-2,2.506334640E-2
3.018728141E0,-1.812309027E-2,-1.076173782E-2,2.763271332E-3,2.125787078E-2
3.023712672E0,-3.245854378E-2,-1.797103882E-2,5.280494690E-3,3.747531087E-2
3.028697255E0,-2.770364285E-2,3.386020660E-3,7.772922516E-3,2.897197417E-2
3.033681787E0,-1.114869118E-2,1.743412018E-2,-2.063751221E-2,2.922582371E-2
3.038666839E0,-6.680905819E-3,-1.930713654E-3,-1.551961899E-2,1.700649086E-2
3.043651370E0,9.531617165E-3,2.508163452E-4,-1.758956909E-2,2.000768791E-2
3.048635953E0,2.792221308E-2,-1.180171967E-2,-4.107284546E-2,5.104810677E-2
3.053620484E0,2.253794670E-2,-2.371978760E-2,-4.537677765E-2,5.594317934E-2
3.058605068E0,2.435410023E-2,-6.969928741E-3,-4.258537292E-2,4.955013715E-2
3.063589599E0,1.435345411E-2,7.273674011E-3,-3.981685638E-2,4.294543085E-2
3.068574651E0,1.388049126E-2,3.328466415E-2,-5.371809006E-2,6.470061904E-2
