"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.073559182E0,8.736431599E-3,2.109050751E-3,-2.953243256E-2,3.086969233E-2
3.078543766E0,-3.929150105E-2,-9.769439697E-3,3.715085983E-2,5.494952586E-2
3.083528297E0,-5.373317003E-2,2.117300034E-2,3.917312622E-2,6.978598228E-2
3.088512880E0,-3.954809904E-2,-1.469039917E-2,1.508474350E-2,4.480412316E-2
3.093497412E0,-4.927468300E-2,-1.937818527E-2,-4.051208496E-3,5.310292590E-2
3.098482464E0,-4.715657234E-2,-7.477760315E-3,1.030540466E-2,4.884527182E-2
3.103466995E0,-1.409345865E-2,-5.199432373E-3,1.982545853E-2,2.487385132E-2
3.108451578E0,-1.924306154E-2,-2.934932709E-3,3.139495850E-3,1.971714182E-2
3.113436109E0,-7.758975029E-3,1.352548599E-2,1.513671875E-2,2.173156044E-2
3.118420693E0,-1.062381268E-2,-1.056861877E-2,-1.434326172E-3,1.505384968E-2
3.123405224E0,-1.825839281E-2,1.069784164E-2,5.855083466E-3,2.195665563E-2
3.128351318E0,-1.614308357E-2,1.754856110E-2,3.588676453E-3,2.411285430E-2
3.133335901E0,-2.089864016E-2,2.935886383E-3,1.406669617E-3,2.115068104E-2
3.138320432E0,-4.224783182E-2,5.136489868E-3,1.104927063E-2,4.396986699E-2
3.143305016E0,-1.328516006E-2,-6.988048553E-3,6.451606750E-3,1.633865142E-2
3.148289547E0,-1.548826694E-2,-2.377128601E-2,-1.948308945E-2,3.441730998E-2
3.153274130E0,-2.486658096E-2,-1.890087128E-2,-3.110933304E-2,4.408378824E-2
3.158298089E0,6.294071674E-3,-6.869316101E-3,-4.746580124E-2,4.837153222E-2
3.163282620E0,1.109689474E-2,5.095958710E-3,-9.697675705E-2,9.774252542E-2
3.168267203E0,-8.358359337E-4,-6.727218628E-3,-6.776809692E-2,6.810630700E-2
3.173251734E0,-5.609393120E-3,1.243019104E-2,-2.693271637E-2,3.018851026E-2
3.178236318E0,-1.988333464E-2,1.723718643E-2,-1.977205276E-2,3.291506741E-2
3.183220849E0,-1.740956306E-2,3.384828568E-2,-7.553100586E-4,3.807058999E-2
3.188205849E0,-2.442979813E-2,-1.144742966E-2,-5.643844604E-3,2.756286749E-2
3.193190484E0,-4.107439518E-2,-8.901596069E-3,-1.283740997E-2,4.394477724E-2
3.198175120E0,-2.198529243E-2,7.786750793E-4,-2.476072311E-2,3.312178781E-2
3.203159703E0,-6.371140480E-4,1.520490646E-2,-1.290893555E-2,1.995584405E-2
3.208144339E0,1.578658819E-2,1.767158508E-2,-5.949497223E-3,2.443149204E-2
3.213128922E0,4.880255461E-2,-5.947113037E-3,-2.286624908E-2,5.422105529E-2
3.218113662E0,3.644150496E-2,-7.988452911E-3,-6.380558014E-3,3.784851627E-2
3.223098297E0,6.212985516E-2,6.485939026E-3,6.046295166E-4,6.247040806E-2
3.228082880E0,2.584463358E-2,-5.253314972E-3,1.461601257E-2,3.015244976E-2
3.233067516E0,-5.391597748E-3,4.480838776E-3,1.663732529E-2,1.805402545E-2
3.238052151E0,-3.164994717E-2,1.169204712E-2,9.473085403E-2,1.005602199E-1
3.243036734E0,-4.574954510E-2,2.108001709E-2,5.356168747E-2,7.352715391E-2
3.248021474E0,-4.069393873E-2,1.834535599E-2,6.519174576E-2,7.900957189E-2
3.253006109E0,-2.391219139E-2,1.559066772E-2,8.863639832E-2,9.311966991E-2
3.257990745E0,-2.389907837E-2,-3.836631775E-3,5.732440948E-2,6.222518472E-2
3.262975328E0,-1.200836897E-2,6.198883057E-4,2.393531799E-2,2.678590365E-2
3.267959964E0,-2.624279261E-2,2.667903900E-3,9.838104248E-3,2.815297800E-2
3.272944547E0,-1.186126471E-2,9.442329407E-3,6.179809570E-4,1.517330173E-2
3.277929287E0,7.151544094E-3,2.094364166E-2,-2.044057846E-2,3.012636647E-2
3.282913922E0,-2.500534058E-3,2.759838104E-2,-4.607486725E-2,5.376631565E-2
3.287898505E0,1.881426573E-2,3.487586975E-3,-5.743741989E-2,6.054087100E-2
3.292883141E0,2.573627234E-2,-1.790809631E-2,-3.322362900E-2,4.568221920E-2
3.297867776E0,-2.207475901E-2,-5.940437317E-3,-2.101325989E-2,3.105061790E-2
3.302852359E0,4.073679447E-3,5.848407745E-3,7.804393768E-3,1.056916740E-2
3.307837099E0,3.873288631E-3,-2.040290833E-2,-1.120519638E-2,2.359740365E-2
3.312821734E0,8.535146713E-3,-1.310253143E-2,-2.300167084E-2,2.781370023E-2
3.317806318E0,1.563394070E-2,-1.305675507E-2,-3.698539734E-2,4.222343628E-2
3.322790953E0,1.333844662E-2,-1.307821274E-2,-1.987314224E-2,2.727444938E-2
3.327775589E0,6.277680397E-3,-4.157209396E-2,-2.432584763E-2,4.857360529E-2
3.332760172E0,1.590448618E-2,-1.519107819E-2,2.140522003E-3,2.209758746E-2
3.337744859E0,3.017330170E-2,1.097440720E-2,-2.625894547E-2,4.147768033E-2
3.342729495E0,4.912149906E-2,3.459262848E-2,-3.784036636E-2,7.100327416E-2
3.347714078E0,3.224986792E-2,2.245187759E-2,-2.802991867E-2,4.826817926E-2
3.352698714E0,-3.409326077E-3,8.146286011E-3,-2.316713333E-2,2.479317541E-2
3.357683349E0,1.507818699E-3,3.209733963E-2,-4.251956940E-3,3.241283490E-2
3.362667932E0,-1.509606838E-2,2.971792221E-2,2.637004852E-2,4.250206631E-2
3.367652672E0,-2.942913771E-2,2.728271484E-2,3.541135788E-2,5.351994901E-2
3.372637307E0,-3.414070606E-2,5.897521973E-3,2.533531189E-2,4.292140031E-2
3.377621943E0,-3.103911877E-3,-5.866050720E-3,8.292198181E-3,1.062098727E-2
3.382606526E0,-1.020073891E-2,-3.422689438E-2,2.236652374E-2,4.214020358E-2
3.387591162E0,-1.486748457E-2,-4.338455200E-2,1.023530960E-2,4.698960537E-2
3.392575745E0,-9.816825390E-3,-4.539775848E-2,2.204942703E-2,5.141501501E-2
3.397560484E0,-7.426977158E-3,-2.612352371E-2,5.048608780E-2,5.732751121E-2
3.402545120E0,-2.658891678E-2,-9.536743164E-3,5.983400345E-2,6.616666785E-2
3.407529703E0,-1.222878695E-2,2.826261520E-2,4.064416885E-2,5.099281430E-2
3.412514339E0,-2.405691147E-2,4.911375046E-2,2.623081207E-3,5.475195000E-2
3.417498974E0,-2.858382463E-2,2.225637436E-2,-1.785755157E-3,3.627078924E-2
3.422483557E0,-2.113312483E-2,3.596878052E-2,-6.106853485E-3,4.216225559E-2
3.427468297E0,-3.040212393E-2,2.123260498E-2,-3.434610367E-2,5.054470784E-2
3.432452932E0,-3.256291151E-2,1.378297806E-2,-5.052804947E-2,6.167169102E-2
3.437437568E0,-2.765053511E-2,-6.685256958E-4,-5.715322495E-2,6.349401657E-2
3.442422151E0,-2.041280270E-2,-1.494169235E-2,-4.241037369E-2,4.938194488E-2
3.447406787E0,1.058226824E-2,-1.240444183E-2,-4.448223114E-2,4.737640199E-2
3.452391370E0,5.085003376E-2,-3.910064697E-4,-2.752399445E-2,5.782256558E-2
3.457376109E0,2.410006523E-2,2.115869522E-2,-2.038335800E-2,3.799980014E-2
3.462360745E0,1.172602177E-2,2.830886841E-2,-8.601665497E-3,3.182577990E-2
3.467345328E0,3.764462471E-2,4.735708237E-2,-5.637454987E-2,8.269160110E-2
3.472329964E0,3.282243013E-2,6.155061722E-2,-3.012323380E-2,7.598157417E-2
3.477314599E0,-2.498209476E-3,3.996896744E-2,-2.302217484E-2,4.619285597E-2
3.482299182E0,-4.203706980E-2,2.075672150E-3,2.898216248E-3,4.218795218E-2
3.487283870E0,-8.373141289E-2,-3.795289993E-2,4.767894745E-2,1.035599061E-1
3.492268505E0,-1.040845513E-1,-2.319526672E-2,8.986997604E-2,1.394568995E-1
3.497253089E0,-1.056450605E-1,-4.671621323E-2,1.199493408E-1,1.665266578E-1
3.502237724E0,-5.764985085E-2,-6.071472168E-2,9.291934967E-2,1.250751305E-1
3.507222359E0,-3.869926929E-2,-6.767463684E-2,7.345581055E-2,1.071132392E-1
3.512206943E0,-3.915876150E-2,-5.558538437E-2,6.363916397E-2,9.312940861E-2
3.517191682E0,-3.006511927E-2,-4.595947266E-2,3.251647949E-2,6.382402339E-2
3.522176318E0,1.930344105E-2,-2.922058105E-2,1.820087433E-2,3.946817731E-2
3.527160901E0,2.075904608E-2,1.674175262E-3,-3.880119324E-2,4.403718262E-2
3.532145537E0,3.890269995E-2,1.565408707E-2,-3.114652634E-2,5.223577900E-2
3.537130172E0,5.469143391E-2,2.008676529E-2,-8.062696457E-2,9.947531602E-2
3.542114755E0,5.896192789E-2,-1.818799973E-2,-9.884977341E-2,1.165272070E-1
3.547099495E0,5.397123098E-2,-1.578569412E-2,-8.122348785E-2,9.878935617E-2
3.552084130E0,6.358075142E-2,3.230571747E-3,-9.696626663E-2,1.159974371E-1
3.557068714E0,6.157577038E-2,-1.360273361E-2,-8.158493042E-2,1.031150364E-1
3.562053349E0,3.842639923E-2,-3.737115860E-2,-6.160974503E-2,8.166365370E-2
3.567037984E0,3.217011690E-2,-1.573562622E-2,-6.562757492E-2,7.476299181E-2
3.572022568E0,2.592325211E-2,-1.332616806E-2,-6.006765366E-2,6.676619482E-2
3.577007307E0,-1.580911875E-2,-2.278566360E-2,-4.507255554E-2,5.292116745E-2
3.581991943E0,-5.968350172E-2,8.271217346E-3,-6.591081619E-2,8.930156273E-2
3.586976526E0,-8.678239584E-2,1.142978668E-3,-5.106544495E-2,1.006984126E-1
3.591961162E0,-8.531594276E-2,3.576755524E-3,-3.636503220E-2,9.281173868E-2
3.596945797E0,-9.863424301E-2,2.019262314E-2,-4.191398621E-4,1.006808403E-1
3.601930380E0,-9.794074297E-2,1.019001007E-3,2.332401276E-2,1.006848403E-1
3.606915068E0,-5.486977100E-2,2.944040298E-2,3.502702713E-2,7.144453602E-2
3.611899703E0,-4.347836971E-2,2.667140961E-2,9.891796112E-2,1.112946349E-1
3.616884287E0,-3.255861998E-2,3.091049194E-2,1.148772240E-1,1.233381483E-1
3.621868922E0,6.676316261E-3,4.217386246E-2,1.141381264E-1,1.218635293E-1
3.626853557E0,1.006054878E-2,3.659009933E-2,9.455776215E-2,1.018882741E-1
3.631838141E0,1.324951649E-2,2.385950089E-2,1.013255119E-1,1.049365753E-1
3.636822880E0,-7.481873035E-3,3.481817245E-2,1.295943260E-1,1.343985599E-1
3.641807516E0,-8.898079395E-3,1.460790634E-2,1.269869804E-1,1.281337580E-1
3.646792099E0,2.078461647E-2,4.666519165E-2,1.174879074E-1,1.281134215E-1
3.651776734E0,6.009870768E-2,1.429128647E-2,6.776142120E-2,9.169354250E-2
3.656761370E0,4.712396860E-2,3.667354584E-3,4.925680161E-2,6.826675919E-2
3.661745953E0,2.023333311E-2,1.206541061E-2,2.151632309E-2,3.190476550E-2
3.666730693E0,2.702462673E-2,6.106376648E-3,-2.255773544E-2,3.572771633E-2
3.671715328E0,4.339498281E-2,-2.144336700E-3,-2.590131760E-2,5.058261526E-2
3.676699912E0,1.228964329E-2,1.346683502E-2,-4.824161530E-2,5.157174056E-2
3.681684547E0,-1.130115986E-2,4.323101044E-2,-6.090974808E-2,7.554226558E-2
3.686669182E0,-1.190245152E-3,3.254270554E-2,-1.140289307E-1,1.185876950E-1
3.691653766E0,-2.453088760E-2,1.972579956E-2,-1.241407394E-1,1.280694921E-1
3.696638453E0,-3.352868557E-2,2.611637115E-2,-1.532950401E-1,1.590773615E-1
3.701623089E0,2.616882324E-3,-2.912521362E-3,-1.848959923E-1,1.849374457E-1
3.706607724E0,1.243495941E-2,1.828670502E-3,-2.070274353E-1,2.074086093E-1
3.711592359E0,2.934062481E-2,-1.935863495E-2,-2.102413177E-1,2.131596601E-1
3.716576995E0,5.092781782E-2,-5.679368973E-2,-1.993994713E-1,2.134931263E-1
3.721561578E0,2.503848076E-2,-6.513118744E-2,-2.055683136E-1,2.170882969E-1
3.726546266E0,2.098256350E-2,-6.365966797E-2,-1.929221153E-1,2.042345805E-1
3.731530901E0,-4.215061665E-3,-5.021858215E-2,-1.733460426E-1,1.805229161E-1
3.736515537E0,4.330575466E-3,-5.093383789E-2,-1.493830681E-1,1.578870190E-1
3.741500172E0,1.080042124E-2,-5.153942108E-2,-1.304411888E-1,1.406693455E-1
3.746484807E0,5.676269531E-3,-7.334852219E-2,-1.308116913E-1,1.500797265E-1
3.751469391E0,7.792770863E-3,-7.355833054E-2,-9.320211411E-2,1.189881899E-1
3.756454026E0,3.820317984E-2,-7.138538361E-2,-1.555204391E-2,8.244526677E-2
3.761438662E0,8.470344543E-2,-1.144881248E-1,1.518235207E-1,2.081648045E-1
3.766423297E0,1.467736363E-1,-1.599798203E-1,3.371448517E-1,4.010021125E-1
3.771407932E0,-5.311620235E-2,-1.437282562E-1,2.909336090E-1,3.288183502E-1
3.776392568E0,-9.436893463E-2,-5.672550201E-2,2.360634804E-1,2.604788766E-1
3.781377151E0,-1.660394073E-1,1.125516891E-1,8.918571472E-2,2.195246209E-1
3.786361839E0,-7.821279764E-2,1.829948425E-1,1.074395180E-1,2.261583607E-1
3.791346474E0,-5.314421654E-2,2.053112984E-1,1.089105606E-1,2.384083623E-1
3.796331109E0,-9.520930052E-2,1.466646194E-1,1.245779991E-1,2.146974601E-1
3.801315745E0,-5.881202221E-2,1.098399162E-1,1.187505722E-1,1.721201893E-1
3.806300380E0,-1.564425230E-2,7.798624039E-2,1.510715485E-1,1.707313945E-1
3.811284964E0,8.264243603E-3,1.782989502E-2,1.285705566E-1,1.300637956E-1
3.816269599E0,3.415107727E-3,4.113292694E-2,9.933471680E-2,1.075684275E-1
3.821254234E0,-2.986210585E-2,4.755115509E-2,1.203045845E-1,1.327631378E-1
3.826238870E0,-3.215163946E-2,4.668426514E-2,1.388206482E-1,1.499477272E-1
3.831223505E0,-2.739101648E-2,5.991506577E-2,1.240968704E-1,1.404995236E-1
3.836208193E0,-1.075440645E-2,5.400276184E-2,8.102750778E-2,9.796638486E-2
3.841192828E0,-3.468793631E-2,1.476812363E-2,5.031776428E-2,6.287469923E-2
3.846177412E0,-4.173558950E-2,1.620244980E-2,2.229595184E-2,5.001488058E-2
3.851162047E0,-4.380178452E-2,-2.037906647E-2,-7.849693298E-3,4.894405338E-2
3.856146682E0,-3.883361816E-2,-4.003572464E-2,-2.824640274E-2,6.252014407E-2
3.861131318E0,-2.692317963E-2,-1.912021637E-2,-5.089569092E-2,6.066969284E-2
3.866115901E0,-3.178352118E-2,-4.338884354E-2,-7.350397110E-2,9.108028178E-2
3.871100589E0,-3.426587582E-2,-3.888702393E-2,-1.292576790E-1,1.392619778E-1
3.876085224E0,-2.963888645E-2,-2.004051208E-2,-1.348123550E-1,1.394792342E-1
3.881069859E0,1.292002201E-2,-1.550817490E-2,-1.523132324E-1,1.536448868E-1
3.886054495E0,3.154039383E-2,-2.506208420E-2,-1.508741379E-1,1.561598860E-1
3.891039130E0,2.153253555E-2,-3.677892685E-2,-1.305909157E-1,1.373693081E-1
3.896023714E0,3.536826372E-2,-1.975393295E-2,-1.296372414E-1,1.358195358E-1
3.901008401E0,5.629611015E-2,1.855659485E-2,-9.547662735E-2,1.123805392E-1
3.905993037E0,4.842895269E-2,2.029418945E-3,-8.788347244E-2,1.003642702E-1
3.910977672E0,4.778254032E-2,-3.092622757E-2,-8.517265320E-2,1.024401463E-1
3.915962307E0,2.604728937E-2,-2.082967758E-2,-5.395936966E-2,6.343461457E-2
3.920946943E0,4.483443499E-2,-5.975246429E-3,-2.074050903E-2,4.975940962E-2
3.925931526E0,3.273063898E-2,3.984451294E-3,-3.051567078E-2,4.492634798E-2
3.930916162E0,2.059441805E-2,3.527402878E-2,2.493858337E-3,4.092195609E-2
3.935900797E0,-3.346920013E-3,-2.615928650E-3,6.751537323E-3,7.976729436E-3
3.940885432E0,-2.010023594E-2,2.632045746E-2,-5.668640137E-3,3.359939652E-2
3.945870068E0,-1.530545950E-2,5.260229111E-2,1.065731049E-3,5.479410464E-2
3.950854703E0,-5.628228188E-3,2.640771866E-2,2.439117432E-2,3.638645272E-2
3.955839287E0,6.348669529E-3,2.412462234E-2,4.521751404E-2,5.164229453E-2
3.960823974E0,-3.263533115E-3,4.791593552E-2,5.881547928E-2,7.593318199E-2
3.965808609E0,1.528918743E-3,2.140998840E-4,6.759214401E-2,6.760977269E-2
3.970793245E0,-1.492208242E-2,3.127765656E-2,4.784107208E-2,5.907392421E-2
3.975777880E0,-1.216965914E-2,1.212501526E-2,9.338855743E-3,1.955328170E-2
3.980762516E0,-2.137482166E-3,2.642631531E-3,4.243755341E-2,4.257344560E-2
3.985747099E0,-1.353538036E-2,2.412223816E-2,5.626058578E-2,6.269244299E-2
3.990731787E0,-2.728509903E-2,-2.192497253E-3,6.057596207E-2,6.647353499E-2
3.995716422E0,-2.208751440E-2,-9.454727173E-3,7.690572739E-2,8.057134145E-2
4.000701057E0,-3.603756428E-2,4.689216614E-3,4.323768616E-2,5.648178729E-2
4.005685693E0,-3.576099873E-2,6.895542145E-3,7.389545441E-3,3.716184755E-2
4.010670328E0,-3.573441505E-2,1.909732819E-3,1.461935043E-2,3.865644714E-2
4.015654912E0,-1.653218269E-2,-1.246452332E-2,-9.150981903E-3,2.263664895E-2
4.020639547E0,4.818797112E-3,-5.272865295E-3,-5.893898010E-2,5.937025593E-2
4.025624182E0,-4.828095436E-3,-4.873275757E-4,-6.082630157E-2,6.101956208E-2
4.030608818E0,-7.234632969E-3,9.108066559E-3,-4.617881775E-2,4.762121375E-2
4.035593453E0,-1.436746120E-2,1.156902313E-2,-7.924413681E-2,8.136276456E-2
4.040578089E0,-2.856749296E-2,2.232074738E-3,-5.988693237E-2,6.638921961E-2
4.045562672E0,-9.396374226E-3,2.536773682E-3,-5.501556396E-2,5.586984292E-2
4.050547359E0,1.902168989E-2,-6.691932678E-3,-1.453113556E-2,2.485478928E-2
4.055531995E0,-3.697276115E-4,2.216959000E-2,1.846313477E-3,2.224941106E-2
4.060516630E0,1.600486040E-2,1.987981796E-2,-3.176927567E-2,4.075106864E-2
4.065501266E0,2.511632442E-2,-3.736972809E-3,-1.288175583E-2,2.847339726E-2
4.070485901E0,1.748973131E-2,1.322698593E-2,3.197526932E-2,3.877191904E-2
4.075470484E0,4.556912184E-2,1.339626312E-2,2.660131454E-2,5.443927503E-2
4.080455172E0,4.274207354E-2,1.588201523E-2,1.661491394E-2,4.853018260E-2
4.085439807E0,2.581888437E-2,1.121950150E-2,4.948949814E-2,5.693595024E-2
4.090424443E0,1.972079277E-3,2.556324005E-2,5.363512039E-2,5.944825042E-2
4.095409078E0,-1.699626446E-2,2.780532837E-2,4.835414886E-2,5.831065943E-2
4.100393714E0,-1.212257147E-2,1.807928085E-2,4.793930054E-2,5.264972622E-2
4.105378297E0,-3.592950106E-2,1.796960831E-2,6.410074234E-2,7.564880063E-2
4.110362984E0,-5.726265907E-2,3.442287445E-2,7.543992996E-2,1.007726622E-1
4.115347620E0,-3.811007738E-2,5.069684982E-2,3.208494186E-2,7.107736682E-2
4.120332255E0,-3.815943003E-2,3.825759888E-2,2.242469788E-2,5.850344474E-2
4.125316891E0,-1.438623667E-2,3.301572800E-2,1.014232635E-3,3.602819408E-2
4.130301526E0,-2.660155296E-3,8.841037750E-3,-1.242637634E-3,9.315821112E-3
4.135286109E0,-2.893084288E-2,-1.980686188E-2,-3.918457031E-2,5.258075691E-2
4.140270745E0,-1.927345991E-2,-1.016521454E-2,-3.646469116E-2,4.247907185E-2
4.145255380E0,-4.950106144E-3,-2.429723740E-2,-3.384017944E-2,4.195255702E-2
4.150240016E0,-9.793162346E-3,9.223937988E-3,-4.552364349E-2,4.746987653E-2
4.155224651E0,-1.225835085E-2,2.583312988E-2,-3.335475922E-2,4.393356038E-2
4.160209287E0,-4.313808680E-2,4.237461090E-2,-2.610969543E-2,6.586515298E-2
4.165193870E0,-2.387887239E-2,3.030061722E-2,-4.704952240E-3,3.886469511E-2
4.170178557E0,-9.640693665E-3,2.072715759E-2,-2.390575409E-2,3.307632257E-2
4.175163193E0,-3.360122442E-2,4.455327988E-2,-3.827571869E-2,6.766880871E-2
4.180147828E0,-1.218408346E-2,4.215955734E-2,-5.502033234E-2,7.037838543E-2
4.185132464E0,-5.160629749E-3,1.780986786E-3,-7.162570953E-2,7.183346212E-2
4.190117099E0,-7.697880268E-3,2.350330353E-2,-1.920175552E-2,3.131086157E-2
4.195101682E0,2.049642801E-2,2.600288391E-2,1.617670059E-2,3.685022625E-2
4.200086370E0,9.163022041E-4,-2.429962158E-3,3.228521347E-2,3.238949420E-2
4.205071005E0,5.370378494E-4,3.113794327E-2,1.975727081E-2,3.688102047E-2
4.210055641E0,1.609325409E-4,3.826236725E-2,1.924991608E-2,4.283215983E-2
4.215040276E0,-1.449865103E-2,2.625608444E-2,6.940364838E-3,3.078573559E-2
4.220024912E0,-2.833724022E-3,2.409934998E-3,6.691932678E-3,7.656353015E-3
4.225009495E0,2.068310976E-2,-9.288311005E-3,3.488016129E-2,4.160155528E-2
4.229994130E0,-1.236140728E-3,2.894878387E-3,-1.323032379E-2,1.359962619E-2
4.234978766E0,8.829236031E-4,-6.503105164E-3,-2.042865753E-2,2.145693313E-2
4.239963401E0,3.055751324E-3,-1.340961456E-2,-1.572227478E-2,2.088887989E-2
4.244948037E0,5.689263344E-4,-1.549863815E-2,-2.292871475E-2,2.768135513E-2
4.249932672E0,-2.077251673E-2,-1.994943619E-2,1.033115387E-2,3.059755212E-2
4.254917255E0,-1.518666744E-3,-1.957893372E-2,2.665138245E-2,3.310494193E-2
4.259901943E0,-1.823449135E-2,-2.625465393E-3,1.910495758E-2,2.654033058E-2
4.264886578E0,-3.491592407E-2,-1.373291016E-4,2.119112015E-2,4.084365540E-2
4.269871214E0,-3.252547979E-2,-9.619235992E-3,4.233598709E-2,5.424732565E-2
4.274855849E0,-1.358842850E-2,-7.173061371E-3,4.907560349E-2,5.142482918E-2
4.279840484E0,-2.569115162E-2,-1.187419891E-2,2.487754822E-2,3.768188261E-2
4.284825120E0,3.109574318E-4,-3.316879272E-2,-3.865718842E-3,3.339474940E-2
4.289809755E0,-1.403999329E-2,-2.570009232E-2,-3.242826462E-2,4.369449053E-2
4.294755432E0,2.573668957E-3,7.765769958E-3,-2.979373932E-2,3.089656708E-2
4.299740068E0,3.340595961E-2,1.967811584E-2,-4.866647720E-2,6.222228205E-2
4.304827932E0,1.664990187E-2,1.735115051E-2,-3.898096085E-2,4.580171356E-2
4.309812568E0,2.371430397E-2,2.932167053E-2,-2.703857422E-2,4.640272698E-2
4.314797203E0,-5.056023598E-3,5.583763123E-3,-3.899812698E-2,3.971895887E-2
4.319781839E0,-2.400845289E-2,-3.694057465E-3,-1.284933090E-2,2.748012328E-2
4.324766474E0,1.179641485E-2,1.567411423E-2,1.300573349E-2,2.353682994E-2
4.329751109E0,-1.209479570E-2,-3.136634827E-3,-2.310991287E-2,2.627147948E-2
4.334671422E0,-4.866838455E-3,-9.912014008E-3,4.692077637E-4,1.105234338E-2
4.339656057E0,-1.919305325E-2,-1.192283630E-2,2.388429642E-2,3.287836574E-2
4.344640693E0,-1.935642958E-2,-4.456520081E-3,3.049612045E-2,3.639430312E-2
4.349625328E0,-1.265001297E-2,7.740497589E-3,5.122375488E-2,5.332739629E-2
4.354609964E0,-1.315945387E-2,5.583286285E-3,5.258560181E-3,1.523144008E-2
4.359594547E0,-1.121765375E-2,-6.121158600E-3,-2.361392975E-2,2.684999100E-2
4.364579234E0,2.719342709E-3,-2.478790283E-2,-4.793643951E-3,2.539318755E-2
4.369563870E0,1.908749342E-2,-7.694721222E-3,1.867675781E-2,2.779140914E-2
4.374548505E0,2.574563026E-2,-3.175735474E-4,2.777051926E-2,3.787004186E-2
4.379533141E0,2.054667473E-2,1.416730881E-2,2.249717712E-2,3.360061696E-2
4.384517776E0,-2.516484261E-2,1.186466217E-2,3.391599655E-2,4.386723531E-2
4.389502359E0,-1.582014561E-2,3.096532822E-2,1.673364639E-2,3.858942187E-2
4.394486995E0,1.947271824E-2,4.762744904E-2,1.620006561E-2,5.394444163E-2
4.399471630E0,-1.218193769E-2,4.276561737E-2,2.753591537E-2,5.230223963E-2
4.404456266E0,-1.045835018E-2,9.429931641E-3,2.926635742E-2,3.247799834E-2
4.409440901E0,5.618095398E-3,2.858018875E-2,-2.199172974E-3,2.921004188E-2
4.414425537E0,3.907084465E-4,4.820346832E-3,9.375095367E-3,1.054897198E-2
4.419410120E0,1.917207241E-2,-1.879978180E-2,3.757476807E-2,4.618293355E-2
4.424394807E0,1.170402765E-2,-3.750085831E-2,3.232049942E-2,5.087153742E-2
4.429379443E0,-5.577802658E-4,-1.586771011E-2,4.633331299E-2,4.897827310E-2
4.434364078E0,-1.303231716E-2,-1.721858978E-3,9.365129471E-2,9.456939827E-2
4.439348714E0,-3.493857384E-2,-9.274959564E-3,8.853626251E-2,9.563157740E-2
4.444333349E0,-4.014295340E-2,6.848812103E-3,7.173395157E-2,8.248710652E-2
4.449317932E0,-4.065328836E-2,5.131053925E-2,2.896595001E-2,7.158552614E-2
4.454302620E0,-6.278729439E-2,4.305982590E-2,-3.885269165E-3,7.623311786E-2
4.459287255E0,-4.435724020E-2,3.015661240E-2,-3.174543381E-2,6.232783164E-2
4.464271891E0,-2.287328243E-3,7.929325104E-3,-8.795499802E-2,8.834131391E-2
4.469256526E0,-1.031577587E-2,2.654552460E-3,-1.390843391E-1,1.394916316E-1
4.474241162E0,3.241062164E-3,-1.190662384E-2,-1.044449806E-1,1.051714132E-1
4.479225745E0,2.156984806E-2,-2.370262146E-2,-1.440229416E-1,1.475455195E-1
4.484210380E0,-5.217432976E-3,-2.576065063E-2,-1.192665100E-1,1.221283470E-1
4.489195016E0,3.014957905E-2,-8.730411530E-3,-9.952116013E-2,1.043536224E-1
4.494179651E0,3.688716888E-2,1.311349869E-2,-1.181602478E-1,1.244767900E-1
4.499164287E0,2.232706547E-2,2.306938171E-2,-8.931016922E-2,9.490521878E-2
4.504148922E0,-1.551508904E-3,4.722547531E-2,-5.122327805E-2,6.968842739E-2
4.509133505E0,-8.497416973E-3,5.947303772E-2,-5.877017975E-2,8.404274114E-2
4.514118141E0,-2.697736025E-2,3.128623962E-2,-1.876354218E-2,4.537264893E-2
4.519102776E0,-3.342550993E-2,8.118152618E-3,6.617546082E-3,3.502800354E-2
4.524087412E0,-3.743976355E-2,-6.322860718E-4,2.944564819E-2,4.763593053E-2
4.529072047E0,-2.014553547E-2,-2.600955963E-2,7.115554810E-2,7.839293218E-2
4.534056682E0,-2.225661278E-2,-3.714466095E-2,9.135723114E-2,1.011000808E-1
4.539041266E0,-2.211743593E-2,-3.896093369E-2,1.093111038E-1,1.181357386E-1
4.544025953E0,4.084646702E-3,-4.079580307E-2,1.271443367E-1,1.335914078E-1
4.549010589E0,3.794550896E-3,-2.134466171E-2,1.021742821E-1,1.044489211E-1
4.553995224E0,8.233606815E-3,-6.797790527E-3,5.601978302E-2,5.702822395E-2
4.558979859E0,4.121810198E-2,7.636547089E-3,5.063438416E-2,6.573499556E-2
4.563964495E0,3.123503923E-2,7.663726807E-3,-1.167297363E-2,3.421430546E-2
4.568949078E0,3.091782331E-2,-1.764774323E-3,-3.311920166E-2,4.534211889E-2
4.573933766E0,3.542578220E-2,-3.883838654E-3,-6.874942780E-2,7.743742034E-2
4.578918401E0,2.808547020E-2,-2.970647812E-2,-5.897712708E-2,7.176050443E-2
4.583903037E0,3.020805120E-2,-2.453231812E-2,-1.117658615E-2,4.048798671E-2
4.588887672E0,2.987051010E-2,1.945018768E-3,-6.505012512E-3,3.063242823E-2
