"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.126994226E0,-1.149801493E0,-1.319187880E0,-1.854045391E0,2.549467483E0
8.131979018E0,-9.697539806E-1,-1.254376888E0,-2.241242409E0,2.745369136E0
8.136963809E0,-7.799634337E-1,-1.197727680E0,-2.663798809E0,3.023031368E0
8.141948653E0,-4.949205518E-1,-1.093937397E0,-2.932770729E0,3.169036057E0
8.146933445E0,-2.681232691E-1,-1.031166077E0,-3.110661983E0,3.288071097E0
8.151918237E0,-4.939228296E-2,-9.375851154E-1,-3.310062408E0,3.440642178E0
8.156903080E0,1.305541992E-1,-8.371005058E-1,-3.456762314E0,3.559071136E0
8.161887872E0,2.818626761E-1,-7.106211185E-1,-3.522074699E0,3.604086449E0
8.166872664E0,4.147098958E-1,-6.323663592E-1,-3.587392807E0,3.666232216E0
8.171857507E0,5.273820162E-1,-5.375763178E-1,-3.633537292E0,3.710756438E0
8.176842247E0,6.347199082E-1,-4.956254959E-1,-3.641355515E0,3.729340957E0
8.181827039E0,7.160294652E-1,-5.087282658E-1,-3.656295776E0,3.760319328E0
8.186811830E0,7.792493701E-1,-5.001934767E-1,-3.709392071E0,3.823220191E0
8.191796674E0,8.250107169E-1,-5.057295561E-1,-3.752724171E0,3.875479811E0
8.196781466E0,8.463242650E-1,-5.154602528E-1,-3.755231857E0,3.883777843E0
8.201766257E0,8.196982145E-1,-5.313133001E-1,-3.803131104E0,3.926576776E0
8.206751049E0,7.906441092E-1,-5.076963902E-1,-3.846140862E0,3.959251603E0
8.211735841E0,7.348288298E-1,-4.756360054E-1,-3.841256142E0,3.939727372E0
8.216720632E0,6.757228374E-1,-4.348829985E-1,-3.834080696E0,3.917384250E0
8.221705476E0,5.985350609E-1,-3.733242750E-1,-3.788800240E0,3.853910026E0
8.226690268E0,5.529459715E-1,-2.911528349E-1,-3.715058327E0,3.767250667E0
8.231675059E0,5.503965616E-1,-2.122871876E-1,-3.596196651E0,3.644260224E0
8.236659903E0,5.333941579E-1,-6.297194958E-2,-3.463304996E0,3.504704880E0
8.241644695E0,5.399695039E-1,2.015113831E-2,-3.311613083E0,3.355406733E0
8.246629487E0,5.547335148E-1,1.039012671E-1,-3.093365669E0,3.144429346E0
8.251614330E0,5.342580080E-1,2.214335203E-1,-2.846914768E0,2.905062499E0
8.256599122E0,4.948350191E-1,2.742069960E-1,-2.634497166E0,2.694554970E0
8.261583914E0,4.886904359E-1,3.887264729E-1,-2.446494102E0,2.524927723E0
8.266568705E0,4.101802111E-1,4.309051037E-1,-2.268567085E0,2.345276878E0
8.271553497E0,3.501194119E-1,4.462057352E-1,-1.995446682E0,2.074485628E0
8.276538289E0,3.112055063E-1,5.280478001E-1,-1.804278374E0,1.905545538E0
8.281523132E0,2.561022043E-1,6.329050064E-1,-1.594295502E0,1.734339999E0
8.286507924E0,1.978538036E-1,7.102737427E-1,-1.343819618E0,1.532803341E0
8.291492716E0,1.996968985E-1,8.052777052E-1,-1.167556763E0,1.432319737E0
8.296477559E0,2.195287347E-1,8.652349710E-1,-1.027003288E0,1.360720462E0
8.301462351E0,2.408489585E-1,9.139130116E-1,-8.574495316E-1,1.276113205E0
8.306447143E0,2.785131335E-1,8.962856531E-1,-6.851806641E-1,1.162054250E0
8.311431987E0,3.044484258E-1,9.084432125E-1,-6.369733810E-1,1.150518580E0
8.316416778E0,2.900509238E-1,9.817826748E-1,-6.050462723E-1,1.189162626E0
8.321401570E0,2.808311582E-1,1.023290396E0,-6.061811447E-1,1.222065855E0
8.326386362E0,2.358204722E-1,1.071959853E0,-6.644058228E-1,1.283021558E0
8.331371153E0,2.405985594E-1,1.116523147E0,-7.008838654E-1,1.340055893E0
8.336355945E0,2.993938327E-1,1.119007468E0,-6.846532822E-1,1.345572182E0
8.341340789E0,3.521603346E-1,1.110989809E0,-6.469726562E-1,1.332999953E0
8.346325580E0,3.676604629E-1,1.142877340E0,-5.544157028E-1,1.322391622E0
8.351310372E0,3.336692452E-1,1.168752432E0,-3.998355865E-1,1.279525658E0
8.356295164E0,3.076687455E-1,1.248231649E0,-1.713075638E-1,1.296953580E0
8.361279955E0,2.121187449E-1,1.333065629E0,9.033203125E-2,1.352855576E0
8.366264747E0,6.517350674E-2,1.360670090E0,3.466768265E-1,1.405651273E0
8.371249591E0,-7.431221008E-2,1.393198133E0,5.975980759E-1,1.517776927E0
8.376234382E0,-1.691478491E-1,1.375914574E0,8.117733002E-1,1.606464379E0
8.381219174E0,-1.604746580E-1,1.335486531E0,1.029719353E0,1.693988883E0
8.386203966E0,-1.471426487E-1,1.298078895E0,1.404475212E0,1.918126794E0
8.391188757E0,-1.578809023E-1,1.242039323E0,1.813838005E0,2.203995546E0
8.396173549E0,-1.398992538E-1,1.102670312E0,2.229093552E0,2.490845575E0
8.401158393E0,-9.797251225E-2,9.108332396E-1,2.719695091E0,2.869835743E0
8.406143184E0,-1.130372286E-1,7.332438231E-1,3.225872993E0,3.310087686E0
8.411127976E0,-1.380279064E-1,6.508884430E-1,3.709630966E0,3.768828647E0
8.416112820E0,-1.905961037E-1,6.130145788E-1,4.123441696E0,4.173114565E0
8.421097612E0,-2.716469765E-1,5.859382153E-1,4.470018387E0,4.516434440E0
8.426082403E0,-3.195629120E-1,5.380315781E-1,4.828733444E0,4.869113380E0
8.431067247E0,-3.540220261E-1,5.311677456E-1,5.041985512E0,5.082232646E0
8.436052039E0,-3.305517435E-1,5.336502790E-1,5.177227974E0,5.215144923E0
8.441036830E0,-3.296521902E-1,5.404205322E-1,5.234726906E0,5.272863614E0
8.446021674E0,-3.533366919E-1,5.611068010E-1,5.159596443E0,5.202030672E0
8.451006466E0,-3.226833344E-1,5.434653759E-1,4.894525528E0,4.935165579E0
8.455991257E0,-2.746249437E-1,4.646611214E-1,4.472951889E0,4.505399807E0
8.460976101E0,-2.341991663E-1,3.447593451E-1,4.031167984E0,4.052656360E0
8.465960893E0,-2.095702887E-1,1.561131477E-1,3.628708839E0,3.638106494E0
8.470945684E0,-2.470558882E-1,2.116906643E-2,3.258175850E0,3.267597682E0
8.475930476E0,-2.930754423E-1,-1.558042765E-1,2.979122162E0,2.997555178E0
8.480915268E0,-3.806368113E-1,-2.671589851E-1,2.824647903E0,2.862672542E0
8.485900059E0,-4.132353067E-1,-4.328901768E-1,2.693897247E0,2.759572377E0
8.490884903E0,-4.352933168E-1,-6.004905701E-1,2.555541039E0,2.660988387E0
8.495869695E0,-4.600425959E-1,-7.823698521E-1,2.464471817E0,2.626283136E0
8.500854487E0,-5.407301188E-1,-9.453739524E-1,2.437317848E0,2.669576608E0
8.505839278E0,-6.533864737E-1,-1.080124378E0,2.371129990E0,2.686231558E0
8.510824070E0,-8.478819132E-1,-1.241686940E0,2.256432533E0,2.711489991E0
8.515808862E0,-1.056195140E0,-1.325103998E0,2.184426308E0,2.764627836E0
8.520793705E0,-1.200381517E0,-1.395484924E0,2.050106049E0,2.755218462E0
8.525778497E0,-1.254798770E0,-1.579686403E0,1.877792358E0,2.756090207E0
8.530763289E0,-1.277847767E0,-1.722008348E0,1.691707611E0,2.731315124E0
8.535748080E0,-1.256620765E0,-1.805660844E0,1.417848587E0,2.617212533E0
8.540732872E0,-1.252873659E0,-1.901732683E0,1.101709366E0,2.529830653E0
8.545717664E0,-1.184969902E0,-1.942410350E0,7.479982376E-1,2.395122752E0
8.550702507E0,-1.067711949E0,-1.993839145E0,3.780317307E-1,2.293100811E0
8.555687299E0,-9.379073381E-1,-2.028733492E0,2.735996246E-2,2.235213261E0
8.560672091E0,-7.578876019E-1,-2.057732821E0,-2.805233002E-1,2.210735466E0
8.565656882E0,-5.934199095E-1,-2.046453714E0,-5.580301285E-1,2.202616085E0
8.570641674E0,-4.796570539E-1,-2.058663845E0,-7.339048386E-1,2.237584418E0
8.575626466E0,-4.252359867E-1,-2.064524174E0,-7.968082428E-1,2.253439390E0
8.580611309E0,-3.859665394E-1,-1.994318247E0,-7.351903915E-1,2.160273212E0
8.585596101E0,-3.575744629E-1,-1.879556060E0,-4.869737625E-1,1.974267946E0
8.590580893E0,-3.138582706E-1,-1.769098401E0,-1.884460449E-3,1.796724720E0
8.595565737E0,-2.919586897E-1,-1.647789836E0,5.696630478E-1,1.767757678E0
8.600550528E0,-2.015916109E-1,-1.558103442E0,1.127795219E0,1.933971968E0
8.605535320E0,-1.488864422E-1,-1.472746491E0,1.598952293E0,2.178944202E0
8.610520164E0,-1.877769232E-1,-1.380996704E0,1.974100113E0,2.416502292E0
8.615504955E0,-2.379884720E-1,-1.317575932E0,2.294443130E0,2.656522939E0
8.620489747E0,-3.290274143E-1,-1.290279627E0,2.445524216E0,2.784541119E0
8.625474539E0,-4.255490303E-1,-1.256627560E0,2.444614410E0,2.781428485E0
8.630459330E0,-5.381221771E-1,-1.191097975E0,2.397443771E0,2.730572559E0
8.635444122E0,-7.009376287E-1,-1.158718824E0,2.187058449E0,2.572385572E0
8.640428966E0,-7.808611393E-1,-1.109354377E0,1.840135574E0,2.286156203E0
8.645413757E0,-7.603784800E-1,-1.126714468E0,1.426293373E0,1.970272497E0
8.650398549E0,-7.159804106E-1,-1.181567430E0,8.570327759E-1,1.625802792E0
8.655383341E0,-6.006978750E-1,-1.220328927E0,1.945075989E-1,1.373999212E0
8.660368132E0,-5.000079870E-1,-1.187286854E0,-4.585800171E-1,1.367462501E0
8.665352924E0,-3.776934147E-1,-1.050572991E0,-1.105013847E0,1.570799646E0
8.670337768E0,-2.907758951E-1,-8.983777761E-1,-1.658975601E0,1.908882735E0
8.675322559E0,-9.240353107E-2,-7.737340927E-1,-2.173405170E0,2.308872646E0
8.680307351E0,1.487939358E-1,-6.668102741E-1,-2.689262867E0,2.774691036E0
8.685292195E0,4.387016892E-1,-5.674363375E-1,-3.144639015E0,3.225398844E0
8.690276987E0,6.324293017E-1,-5.066056252E-1,-3.539836407E0,3.631398886E0
8.695261778E0,7.815646529E-1,-4.120829105E-1,-3.887186050E0,3.986335538E0
8.700246622E0,9.167370200E-1,-2.835860252E-1,-4.227603912E0,4.335142747E0
8.705231414E0,1.022894025E0,-1.830897331E-1,-4.475175381E0,4.594238645E0
8.710216205E0,1.116339803E0,-6.020832062E-2,-4.654074192E0,4.786464894E0
8.715200997E0,1.232657433E0,3.730690479E-2,-4.843448162E0,4.997982218E0
8.720185789E0,1.333388925E0,4.498136044E-2,-4.954819202E0,5.131294444E0
8.725170580E0,1.406932831E0,5.889892578E-2,-4.993083000E0,5.187851860E0
8.730155424E0,1.461314321E0,7.442688942E-2,-5.006079674E0,5.215535697E0
8.735140216E0,1.502241015E0,7.964920998E-2,-4.969773769E0,5.192467947E0
8.740125007E0,1.547255516E0,4.603552818E-2,-4.893697739E0,5.132679267E0
8.745109799E0,1.570910335E0,1.691293716E-2,-4.739513874E0,4.993098946E0
8.750094591E0,1.545657039E0,3.509140015E-2,-4.562108517E0,4.816961823E0
8.755079382E0,1.508591533E0,1.194963455E-1,-4.303876877E0,4.562179738E0
8.760064226E0,1.469914079E0,1.980409622E-1,-4.067654610E0,4.329628350E0
8.765049018E0,1.435037255E0,2.294909954E-1,-3.860382080E0,4.124869434E0
8.770033809E0,1.416052341E0,3.050211668E-1,-3.629416466E0,3.907800664E0
8.775018601E0,1.386283278E0,3.360527754E-1,-3.396373749E0,3.683757245E0
8.780003393E0,1.386701822E0,3.871760368E-1,-3.249729633E0,3.554376164E0
8.784988184E0,1.362222552E0,4.729349613E-1,-3.098511696E0,3.417615029E0
8.789973028E0,1.312096357E0,5.479012728E-1,-2.899786472E0,3.229636859E0
8.794957820E0,1.183168411E0,6.077624559E-1,-2.768623352E0,3.071569299E0
8.799942612E0,9.944941998E-1,6.262961626E-1,-2.561421871E0,2.818181612E0
8.804927403E0,8.270392418E-1,6.701763868E-1,-2.273470879E0,2.510338649E0
8.809912195E0,6.875825524E-1,7.362848520E-1,-1.902379513E0,2.152657186E0
8.814896987E0,5.473371148E-1,7.855255604E-1,-1.448090076E0,1.735970389E0
8.819881830E0,4.348213673E-1,7.980558872E-1,-1.061311722E0,1.397263537E0
8.824866622E0,2.947425246E-1,8.449804783E-1,-6.437540054E-1,1.102399376E0
8.829851414E0,1.510385275E-1,8.827965260E-1,-2.216978073E-1,9.226550064E-1
8.834836205E0,-1.220941544E-3,9.158699512E-1,1.259641647E-1,9.244924170E-1
8.839820997E0,-1.737773418E-1,9.652855396E-1,4.879636765E-1,1.095483130E0
8.844805789E0,-3.134307861E-1,1.016283631E0,8.524608612E-1,1.362996991E0
8.849790632E0,-4.027266502E-1,1.061158657E0,1.157443047E0,1.621086320E0
8.854775424E0,-4.506499767E-1,1.070761800E0,1.474918365E0,1.877498447E0
8.859760216E0,-4.422934055E-1,1.052402496E0,1.680520058E0,2.031581191E0
8.864745059E0,-3.628976345E-1,1.013461828E0,1.769621849E0,2.071318676E0
8.869729851E0,-1.954495907E-1,9.211333990E-1,1.742285728E0,1.980466319E0
8.874714643E0,-1.998305321E-3,8.100453615E-1,1.576945305E0,1.772832190E0
8.879699487E0,1.960418820E-1,6.936355829E-1,1.330919266E0,1.513574852E0
8.884684278E0,3.700491786E-1,6.234995127E-1,1.044713020E0,1.271657710E0
8.889669070E0,5.336257219E-1,5.934797525E-1,8.113651276E-1,1.138107200E0
8.894653862E0,6.573950648E-1,5.539892912E-1,6.305780411E-1,1.066161841E0
8.899638653E0,7.142699957E-1,5.512807369E-1,5.450897217E-1,1.054141775E0
8.904623445E0,8.162909746E-1,5.354378223E-1,5.378904343E-1,1.114607884E0
8.909608289E0,9.126046896E-1,5.065948963E-1,5.705118179E-1,1.189524881E0
8.914593080E0,9.599457383E-1,4.719636440E-1,6.644105911E-1,1.259240619E0
8.919577872E0,9.699426889E-1,3.883615732E-1,8.506040573E-1,1.347271611E0
8.924562664E0,8.709281683E-1,4.228066206E-1,1.131491661E0,1.489145625E0
8.929547455E0,6.821445823E-1,5.169161558E-1,1.502349854E0,1.729039799E0
8.934532247E0,4.542143345E-1,6.120815277E-1,1.867634773E0,2.017179740E0
8.939517091E0,2.787033916E-1,6.284010410E-1,2.182156563E0,2.287874715E0
8.944501882E0,1.582360268E-1,5.966228247E-1,2.419784546E0,2.497269446E0
8.949486674E0,7.385116816E-2,5.164797306E-1,2.568743706E0,2.621192388E0
8.954471466E0,5.168998241E-2,4.120652676E-1,2.633891106E0,2.666430572E0
8.959456257E0,7.906752825E-2,2.889219522E-1,2.581632614E0,2.598952582E0
8.964441049E0,1.378014684E-1,2.198907137E-1,2.629505157E0,2.642279044E0
8.969425893E0,2.119337916E-1,6.955111027E-2,2.733994484E0,2.743078403E0
8.974410684E0,3.168688416E-1,-8.444380760E-2,2.966532707E0,2.984602641E0
8.979395476E0,3.519865870E-1,-1.606959105E-1,3.415528297E0,3.437375639E0
8.984380268E0,2.467658520E-1,-1.172112226E-1,4.009284973E0,4.018581572E0
8.989365059E0,9.020358324E-2,-5.355489254E-2,4.645256042E0,4.646440413E0
8.994349851E0,-8.096522093E-2,4.516959190E-3,5.206737518E0,5.207368947E0
8.999334695E0,-3.060061932E-1,3.799498081E-2,5.914411545E0,5.922444371E0
9.004319487E0,-5.999347568E-1,1.020045280E-1,6.462324142E0,6.490913646E0
9.009304278E0,-8.939351439E-1,7.184422016E-2,6.877507210E0,6.935732626E0
9.014289070E0,-9.954640865E-1,-7.118380070E-2,7.057628632E0,7.127842435E0
9.019273862E0,-1.064145088E0,-2.679973841E-1,6.845268250E0,6.932670825E0
9.024258653E0,-1.143526077E0,-5.759130716E-1,6.248103142E0,6.377940155E0
9.029243497E0,-1.096144319E0,-9.102318883E-1,5.369347572E0,5.555173068E0
9.034228289E0,-9.947665930E-1,-1.052667379E0,4.003130913E0,4.257079550E0
9.039213080E0,-8.966121078E-1,-9.952284694E-1,2.843208313E0,3.142964602E0
9.044197924E0,-7.388908863E-1,-8.703966141E-1,1.972660065E0,2.279240606E0
9.049182716E0,-4.360855222E-1,-9.042999744E-1,1.055931091E0,1.457024192E0
9.054167507E0,3.274738789E-3,-1.140947223E0,2.626209259E-1,1.170786505E0
9.059152351E0,3.882486522E-1,-1.349162579E0,-3.241052628E-1,1.440840345E0
9.064137143E0,7.032569051E-1,-1.408335686E0,-8.914937973E-1,1.809071825E0
9.069121934E0,9.276992083E-1,-1.430251122E0,-1.372963905E0,2.188897891E0
9.074106726E0,1.105630517E0,-1.447293520E0,-1.749954700E0,2.525751141E0
9.079091518E0,1.269564629E0,-1.449066162E0,-2.058853626E0,2.819656955E0
9.084076309E0,1.411753535E0,-1.511322260E0,-2.297666073E0,3.091344756E0
9.089061153E0,1.493992090E0,-1.571120024E0,-2.423611641E0,3.251818550E0
9.094045945E0,1.524142385E0,-1.601488590E0,-2.427377224E0,3.283281270E0
9.099030737E0,1.544909239E0,-1.592142820E0,-2.333028793E0,3.219423344E0
9.104015528E0,1.499407530E0,-1.580349922E0,-1.743145466E0,2.790033142E0
9.109000320E0,1.343214154E0,-1.525276899E0,-1.097927094E0,2.310008179E0
9.113985112E0,1.161717892E0,-1.457245827E0,-5.907115936E-1,1.955017659E0
9.118969955E0,9.337427616E-1,-1.403754473E0,-1.564064026E-1,1.693181953E0
9.123954747E0,5.924915671E-1,-1.351088524E0,2.267932892E-1,1.492622408E0
9.128939539E0,2.374525070E-1,-1.292465448E0,4.969463348E-1,1.404922164E0
9.133924330E0,-3.189390898E-2,-1.319794178E0,7.406368256E-1,1.513742647E0
9.138909122E0,-2.553502917E-1,-1.357367754E0,9.796886444E-1,1.693351951E0
9.143893914E0,-3.956367970E-1,-1.401119709E0,1.039680481E0,1.789022196E0
9.148878757E0,-4.606218338E-1,-1.456452727E0,1.064595222E0,1.861931795E0
9.153863549E0,-5.451235771E-1,-1.516314983E0,9.827556610E-1,1.887373713E0
9.158848341E0,-6.443895102E-1,-1.561452866E0,8.038129807E-1,1.870691904E0
9.163833132E0,-7.227250338E-1,-1.562716126E0,5.253801346E-1,1.800121510E0
9.168817924E0,-7.805333138E-1,-1.464564919E0,2.048702240E-1,1.672170585E0
9.173802716E0,-8.279529214E-1,-1.360245824E0,-1.266145706E-1,1.597437320E0
9.178787559E0,-8.796730042E-1,-1.263888001E0,-4.690980911E-1,1.609748581E0
9.183772351E0,-8.884766102E-1,-1.111051083E0,-8.416843414E-1,1.652954242E0
9.188757143E0,-8.455789685E-1,-1.000153780E0,-1.174921036E0,1.759474585E0
9.193741934E0,-7.518499494E-1,-8.766174316E-1,-1.452039719E0,1.855304776E0
9.198726726E0,-6.731551886E-1,-7.932171822E-1,-1.799962997E0,2.078989706E0
9.203711570E0,-5.654271245E-1,-7.044652700E-1,-2.166069031E0,2.346877542E0
9.208696362E0,-4.512182474E-1,-6.390073299E-1,-2.483448505E0,2.603736691E0
9.213681153E0,-3.550781012E-1,-5.488572121E-1,-2.816846848E0,2.891703799E0
9.218665945E0,-2.464277744E-1,-4.744479656E-1,-3.163973808E0,3.208824984E0
9.223650737E0,-1.567187905E-1,-4.105443954E-1,-3.539301872E0,3.566477986E0
9.228635528E0,-6.703913212E-2,-3.876622915E-1,-3.856824398E0,3.876837724E0
9.233620320E0,3.194975853E-2,-3.763532639E-1,-4.140720367E0,4.157911462E0
9.238605164E0,1.114388704E-1,-3.880621195E-1,-4.383984566E0,4.402536939E0
9.243589955E0,1.403216720E-1,-3.650325537E-1,-4.536507130E0,4.553332392E0
9.248574747E0,2.122259736E-1,-2.927870750E-1,-4.663022041E0,4.677022417E0
9.253559539E0,2.077993751E-1,-2.622561455E-1,-4.727659225E0,4.739485269E0
9.258544330E0,2.375892401E-1,-2.187548876E-1,-4.684923172E0,4.696041682E0
9.263529122E0,2.948084474E-1,-1.601461172E-1,-4.652088642E0,4.664170616E0
9.268513966E0,3.583841920E-1,-1.368024349E-1,-4.583609581E0,4.599633782E0
9.273498757E0,4.167370796E-1,-6.995737553E-2,-4.498577595E0,4.518380706E0
9.278483549E0,5.104736686E-1,-2.915012836E-2,-4.461603642E0,4.490806180E0
9.283468341E0,5.675538778E-1,-1.886570454E-2,-4.360257626E0,4.397080836E0
9.288453132E0,6.333172321E-1,-3.021955490E-3,-4.254486561E0,4.301366730E0
9.293437924E0,6.383392811E-1,6.877899170E-2,-4.196965694E0,4.245789518E0
9.298422768E0,6.378204226E-1,1.512918472E-1,-4.075227737E0,4.127612533E0
9.303407559E0,6.481954455E-1,2.612868547E-1,-3.930072784E0,3.991728980E0
9.308392351E0,6.357916594E-1,3.366999626E-1,-3.749620438E0,3.818016674E0
9.313377143E0,6.196441650E-1,4.015630484E-1,-3.541119576E0,3.617283459E0
9.318361934E0,5.949338675E-1,4.603971243E-1,-3.268665791E0,3.354115065E0
9.323346726E0,5.256906152E-1,5.391347408E-1,-2.970558167E0,3.064511823E0
9.328331570E0,4.477697015E-1,5.703341961E-1,-2.606089592E0,2.705084428E0
9.333316362E0,3.613533974E-1,5.849866867E-1,-2.275771618E0,2.377377159E0
9.338301153E0,2.858226895E-1,5.878347158E-1,-1.934063911E0,2.041530670E0
9.343285945E0,2.237789631E-1,5.642176867E-1,-1.564144611E0,1.677786335E0
9.348270737E0,1.039017439E-1,6.119517088E-1,-1.216174126E0,1.365415677E0
9.353255528E0,-2.532029152E-2,6.946940422E-1,-8.277854919E-1,1.080957793E0
9.358240372E0,-1.274603605E-1,7.474458218E-1,-4.467544556E-1,8.800630338E-1
9.363225164E0,-1.617405415E-1,7.891815901E-1,-6.345558167E-2,8.080805626E-1
9.368209955E0,-1.948627234E-1,8.337956667E-1,2.935199738E-1,9.051743864E-1
9.373194747E0,-1.880502701E-1,8.427472115E-1,6.530189514E-1,1.082598502E0
9.378179539E0,-2.446669340E-1,9.114868641E-1,9.982728958E-1,1.373760891E0
9.383164330E0,-3.120859861E-1,1.013277769E0,1.326946259E0,1.698504010E0
9.388149174E0,-3.711601496E-1,1.136056185E0,1.579254150E0,1.980511849E0
9.393133966E0,-3.787847757E-1,1.234285116E0,1.795981407E0,2.211896668E0
9.398118757E0,-3.994585276E-1,1.293640852E0,1.922169685E0,2.351129530E0
9.403103549E0,-2.966790199E-1,1.336014152E0,1.989008904E0,2.414354711E0
9.408088341E0,-2.574303150E-1,1.335981488E0,1.986840248E0,2.408038844E0
9.413073132E0,-1.957974434E-1,1.335014105E0,1.944299698E0,2.366622195E0
9.418057976E0,-1.168125868E-1,1.410349488E0,1.875658035E0,2.349643361E0
9.423042768E0,-1.499772072E-3,1.466640949E0,1.881340981E0,2.385473079E0
9.428027559E0,1.088496447E-1,1.497198701E0,1.913244247E0,2.431862608E0
9.433012351E0,1.948046684E-1,1.511768818E0,2.007154465E0,2.520329912E0
9.437997143E0,2.676641941E-1,1.484093666E0,2.174842834E0,2.646529706E0
9.442981987E0,3.197054863E-1,1.447753310E0,2.356312752E0,2.783956003E0
9.447966778E0,2.862204313E-1,1.436059356E0,2.577869415E0,2.964725844E0
9.452951570E0,2.460634708E-1,1.443891525E0,2.844264984E0,3.199251986E0
9.457936362E0,1.512686014E-1,1.423304796E0,3.114760399E0,3.427887261E0
9.462921153E0,6.946945190E-2,1.357165575E0,3.370369911E0,3.634022254E0
9.467905945E0,-1.777637005E-2,1.271623731E0,3.616037369E0,3.833153945E0
9.472890737E0,-1.309893131E-1,1.254793882E0,3.794584274E0,3.998816788E0
9.477875580E0,-2.687078714E-1,1.177140355E0,3.930279732E0,4.111564435E0
9.482860372E0,-4.180159569E-1,1.093649745E0,3.951563835E0,4.121366745E0
9.487845164E0,-5.259759426E-1,1.016539574E0,3.918400764E0,4.082140119E0
9.492829903E0,-5.805135965E-1,9.032570124E-1,3.792519569E0,3.941582671E0
9.497814695E0,-5.816434622E-1,8.072277308E-1,3.588278770E0,3.723663554E0
9.502799487E0,-5.368903875E-1,7.937889099E-1,3.370205879E0,3.503803617E0
9.507784330E0,-4.879417419E-1,8.300317526E-1,3.188294411E0,3.330504632E0
9.512769122E0,-4.669449329E-1,8.683996201E-1,3.061417580E0,3.216276274E0
9.517753914E0,-4.822800159E-1,9.015681744E-1,3.056324959E0,3.222815763E0
9.522738705E0,-5.066663027E-1,9.292201996E-1,3.191815376E0,3.362714130E0
9.527723497E0,-5.959763527E-1,9.718452692E-1,3.407940865E0,3.593568140E0
9.532708289E0,-6.595096588E-1,9.851156473E-1,3.692804337E0,3.878428766E0
9.537693132E0,-6.992051601E-1,9.054493904E-1,3.941376686E0,4.104043937E0
9.542677924E0,-7.479288578E-1,7.391008139E-1,4.075049400E0,4.208526489E0
9.547662716E0,-8.272188902E-1,4.875043631E-1,4.261636734E0,4.368466464E0
9.552647507E0,-9.023662806E-1,1.550283432E-1,4.089867592E0,4.191099571E0
9.557632299E0,-9.171102047E-1,-2.198562622E-1,3.718308449E0,3.836045571E0
9.562617091E0,-9.356824160E-1,-5.812736750E-1,3.204579353E0,3.388614688E0
9.567601934E0,-9.942163229E-1,-8.680131435E-1,2.582064629E0,2.899822522E0
9.572586726E0,-1.083633423E0,-1.081187010E0,1.984534264E0,2.506312628E0
9.577571518E0,-1.144420147E0,-1.165133238E0,1.557705879E0,2.256918373E0
9.582556309E0,-1.212417483E0,-1.220213890E0,1.160163879E0,2.074815249E0
9.587541101E0,-1.215606570E0,-1.358571887E0,7.607440948E-1,1.975385654E0
9.592525893E0,-1.201994061E0,-1.476799965E0,4.335107803E-1,1.952859303E0
9.597510737E0,-1.145648479E0,-1.622784853E0,1.806983948E-1,1.994641077E0
9.602495528E0,-1.108749986E0,-1.686161637E0,-1.078929901E-1,2.020917736E0
9.607480320E0,-1.089102030E0,-1.736341596E0,-3.844337463E-1,2.085381182E0
9.612465112E0,-1.044279099E0,-1.749277234E0,-6.251726151E-1,2.131039764E0
9.617449903E0,-9.724140167E-1,-1.777106285E0,-8.590831757E-1,2.200390800E0
9.622434695E0,-9.003099203E-1,-1.759661913E0,-1.105481148E0,2.264742053E0
9.627419539E0,-7.831811905E-1,-1.749335289E0,-1.266462326E0,2.297275246E0
9.632404330E0,-6.839574575E-1,-1.716954708E0,-1.435671806E0,2.340274516E0
9.637389122E0,-5.676507950E-1,-1.726508379E0,-1.579919338E0,2.408153592E0
9.642373914E0,-4.549920559E-1,-1.767468214E0,-1.671003819E0,2.474513168E0
9.647358705E0,-3.496277332E-1,-1.790986538E0,-1.663943291E0,2.469530240E0
9.652343497E0,-2.619336843E-1,-1.784252405E0,-1.516070366E0,2.355978619E0
9.657328341E0,-2.589583397E-1,-1.804682136E0,-1.179629326E0,2.171511542E0
9.662313132E0,-2.513103485E-1,-1.769197226E0,-6.400880814E-1,1.898138158E0
9.667297924E0,-2.823179960E-1,-1.736747742E0,3.611564636E-2,1.759914915E0
9.672282716E0,-2.925833464E-1,-1.709090710E0,6.486291885E-1,1.851301135E0
9.677267507E0,-3.596688509E-1,-1.651638389E0,1.277042389E0,2.118515592E0
9.682252299E0,-5.033575296E-1,-1.606381297E0,1.835742950E0,2.490739218E0
9.687237143E0,-6.255302429E-1,-1.598675013E0,2.306277275E0,2.875059086E0
9.692221934E0,-7.191199064E-1,-1.565306783E0,2.629468918E0,3.143473485E0
9.697206726E0,-8.321998119E-1,-1.543048024E0,2.796273232E0,3.300408720E0
9.702191466E0,-9.051204920E-1,-1.513417006E0,2.809554100E0,3.317117480E0
9.707176257E0,-9.483640194E-1,-1.493502736E0,2.650486946E0,3.186695120E0
9.712161049E0,-9.943826199E-1,-1.461737871E0,2.369557381E0,2.956395877E0
9.717145893E0,-9.559173584E-1,-1.432240129E0,1.868859291E0,2.541205390E0
9.722130684E0,-8.281040192E-1,-1.466746688E0,1.196457863E0,2.066062325E0
9.727115476E0,-6.726391315E-1,-1.425447226E0,5.197038651E-1,1.659649150E0
